FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
19469,2025,5,360201,36060000,5900,S,F,F,F,2,791,6.76,11.928,9.5,0,56,13.4,8313.9238,RAINBOW LAKES BLVD,LEVY CO LINE,36,Marion,5,8313.92376484096
19470,2025,5,368101,36000104,1700,F,F,F,F,1,75,0,1.436,9.5,0,56,4.4,2305.6367,N US HWY 441,W ANTHONY RD,36,Marion,5,2305.63668161721
19471,2025,4,940030,94030000,27500,C,D,D,D,A,1485,22.572,23.045,9,0,57.8,5.4,759.3476,OKEECHOBEE RD,35 ST,94,St. Lucie,4,759.347637081189
19472,2025,5,708189,70000521,9900,F,F,F,F,F,436,0,2.77,9,0,54.8,4.4,4474.2776,PINEDA CSWY,WICKHAM RD,70,Brevard,5,4474.27755673828
19473,2025,6,876033,87005031,7300,F,F,F,W,1,343,0,0.339,8,0,99.9,4.7,522.8655,EB SW 104 ST,SB SR 874,87,Miami-Dade,6,522.865535616683
19474,2025,6,872529,87001000,36500,C,F,F,F,F,2336,1.142,2.428,9,0,61,6.4,2070.8364,N/A,SW 152 AV,87,Miami-Dade,6,2070.83640759412
19475,2025,4,940004,94100000,6600,C,F,F,F,1,462,0.754,1.027,9,0,53.4,7,440.0905,N/A,SR-A1A/ SEAWAY DR,94,St. Lucie,4,440.090457960996
19476,2025,1,124319,12550000,15100,S,F,F,F,2,2190,1.107,16.453,9,0,54.6,14.5,24704.6142,N/A,"N.END OF RD,TERMINUS",12,Lee,1,24704.6141569345
19477,2025,5,708105,70000407,2500,R,F,F,F,F,110,0,3.117,9,0,54.8,4.4,5016.0329,PALM BAY RD,PALM BAY RD,70,Brevard,5,5016.03290883421
19478,2025,6,878602,87036502,3300,S,F,F,W,F,132,0,1.147,9,0,99.9,4,1798.6451,63 ST,PINE TREE DR,87,Miami-Dade,6,1798.64511563114
19479,2025,6,871223,87008000,14000,C,F,F,F,F,420,4.888,5.102,9,0,99.9,3,344.8892,SR-916 / OPA-LOCKA B,SR-9 / NW 27 AV,87,Miami-Dade,6,344.889153088707
19480,2025,2,354404,35090010,350,C,F,F,W,F,91,0,0.224,9.5,0,99.9,26.1,356.5368,GORE AT SR-14 EB,GORE AT I-10 EB,35,Madison,2,356.536772689334
19481,2025,3,465203,46001000,28000,C,F,F,F,A,644,0,0.527,9,0,55,2.3,850.3511,SR-390/BECK AVE,CR-385/FRANKFORD AVE,46,Bay,3,850.351136720114
19482,2025,5,977721,77470021,2000,C,F,F,W,F,402,0,0.154,8,0,99.9,20.1,257.36,US 17-92/ORLANDO AVE,SR 417 SB,77,Seminole,8,257.360021771036
19483,2025,5,778127,77000410,3200,F,F,F,F,F,240,0,0.501,9,0,53.3,7.5,811.4721,MYRTLE ST,CR-427/RONALD REAGAN,77,Seminole,5,811.472143365151
19484,2025,1,034526,03504000,45500,C,F,F,F,F,2821,3.467,6.502,9,0,57.7,6.2,4888.9964,N/A,COLLIER BLVD/CR-951,03,Collier,1,4888.99637384764
19485,2025,2,710142,71010000,25500,C,F,F,F,F,3137,10.647,11.094,9,0,52.7,12.3,719.2868,SR-16,OAK ST,71,Clay,2,719.286768165064
19486,2025,6,876362,87270510,10000,C,F,F,W,A,1810,0,0.131,8,0,99.9,18.1,216.252,I-95/SB,NW 125 ST,87,Miami-Dade,6,216.252047079948
19487,2025,7,159119,15000281,5500,C,F,F,F,F,385,0,1.192,9,0,54.3,7,1920.3214,COUNTRYSIDE BLVD,TAMPA RD /CR-732,15,Pinellas,7,1920.32143841848
19488,2025,1,044123,04000014,1650,T,F,F,F,F,422,0,0.787,9,0,56.5,25.6,1273.5562,S ORANGE AVE,S MILLS AVE,04,Desoto,1,1273.55622614612
19489,2025,3,465010,46530000,3800,C,F,F,F,F,414,0,1.395,9,0,55,10.9,2248.6494,TENNESSEE AVE,DELAWARE AVE,46,Bay,3,2248.64937450587
19490,2025,1,034673,03521000,37000,S,F,F,F,2,1998,8.214,11.452,9,0,57.7,5.4,5213.481,IMMOKALEE RD/CR 846,LEE CO  LINE,03,Collier,1,5213.48096523748
19491,2025,6,876207,87260146,10000,F,F,F,W,1,400,0,0.246,8,0,99.9,4,395.8434,SR-968 / W FLAGLER S,87260213 NB ON,87,Miami-Dade,6,395.843422305388
19492,2025,7,159031,15000050,3000,E,F,F,F,F,210,0,0.259,9,0,54.3,7,416.8621,N MYRTLE AVE,N MLK JR AVE,15,Pinellas,7,416.862073860011
19493,2025,7,159163,15000496,2150,C,F,F,F,F,151,0,0.777,9,0,54.3,7,1251.2005,END OF PAVEMENT,CR-611/E LAKE RD S,15,Pinellas,7,1251.20046789068
19494,2025,3,460107,46060000,12000,C,F,F,F,F,1716,19.907,20.44,9.5,0,51.9,14.3,859.7418,SR-20,WASHINGTON CO LINE,46,Bay,3,859.741776565793
19495,2025,1,034712,03000039,4300,S,F,F,F,2,271,0,1.602,9,0,57.7,6.3,2587.6333,S COLLIER BLVD,S BARFIELD DR,03,Collier,1,2587.63334261473
19496,2025,7,159178,15040000,2500,X,F,F,F,F,195,0,0.247,9,0,54.3,7.8,397.5748,S FT HARRISON AVE,USA-19/MYRTLE AVE,15,Pinellas,7,397.574797441921
19497,2025,5,772056,77160042,3500,S,F,F,W,F,350,0,0.121,9,0,99.9,10,193.9834,EXPRESS LANE NB,I-4 NB,77,Seminole,5,193.983360156065
19498,2025,5,777017,77507000,30000,F,F,F,F,1,840,1.55,2.525,9,0,53.3,2.8,1574.6139,EASTBROOK BLVD,GRAND AVE,77,Seminole,5,1574.61390295133
19499,2025,5,772052,77010112,13500,X,F,F,W,F,1013,0,0.225,9,0,99.9,7.5,362.6922,SR-436,US-17,77,Seminole,5,362.692233651004
19500,2025,3,460236,46610000,8600,C,F,F,F,F,937,0,3.22,9,0,51.9,10.9,5193.2889,US-231/SR-75,CR-2303/BAY HEAD RD,46,Bay,3,5193.28888122578
19501,2025,1,030065,03631103,11000,E,F,F,W,S,880,0,0.288,9,0,99.9,8,465.3627,AIRPORT PULLING RD,GOLDEN GATE PKWY,03,Collier,1,465.362733504101
19502,2025,2,710164,71110000,10500,C,F,F,F,F,987,6.245,12.223,9,0,52.7,9.4,9619.5938,SR-100,STATE PARK ENT,71,Clay,2,9619.59382039072
19503,2025,6,876369,87281223,1300,C,F,F,W,A,103,0,0.152,9,0,99.9,7.9,241.9419,NW 42 AVE/NB,SOUTH RIVER DR,87,Miami-Dade,6,241.941945116283
19504,2025,7,159118,15000279,1200,C,F,F,F,F,84,0,0.905,9,0,54.3,7,1465.9048,CR-1,CR-501 / BELCHER RD,15,Pinellas,7,1465.90477971592
19505,2025,1,044122,04000013,1400,S,F,F,F,2,108,0,1.306,9,0,56.5,7.7,2101.4961,W WHIDDEN ST,N TURNER RD/17TH AVE,04,Desoto,1,2101.49606800274
19506,2025,3,461610,46560001,5300,C,F,F,F,F,578,1.608,1.93,9,0,55,10.9,518.9619,SR-368/23RD ST,SR390/ST ANDREWS BLV,46,Bay,3,518.961925973543
19507,2025,6,870212,87260602,4400,C,F,F,W,F,304,0.05,0.427,9,0,99.9,6.9,604.478,N/A,NW 12 AVE/NW 13 AVE,87,Miami-Dade,6,604.47803097684
19508,2025,3,475010,47020000,8200,C,F,F,F,F,836,20.977,21.475,9.5,0,60.3,10.2,802.9013,SR-20,N/A,47,Calhoun,3,802.90129511464
19509,2025,7,159120,15000489,8500,C,F,F,F,F,595,0,0.351,9,0,54.3,7,577.1344,ENTERPRISE RD E,COUNTRYSIDE BLVD,15,Pinellas,7,577.134421797782
19510,2025,3,460082,46040000,32000,C,F,F,F,A,3872,9.115,10.426,9,0,58.7,12.1,2114.1136,CR-2315/STAR AVE,CR-2301,46,Bay,3,2114.11360953782
19511,2025,1,030201,03000303,300,E,F,F,F,D,74,0,0.367,9.5,0,57.7,24.7,591.7406,20TH ST NE,N/A,03,Collier,1,591.740592273077
19512,2025,7,152772,15035001,15500,C,F,F,W,F,543,0,0.568,8,0,99.9,3.5,911.5534,SR686 BYP/END GRDRL,PHYS GORE@ 15190031,15,Pinellas,7,911.553399782052
19513,2025,5,977702,77470002,10400,C,F,F,W,F,2090,0,0.291,8,0,99.9,20.1,471.0272,SR 426/ALOMA AVENUE,SR 417 SB,77,Seminole,8,471.02724024266
19514,2025,6,870091,87260531,4400,C,F,F,W,A,189,0,1.002,9,0,99.9,4.3,1610.4711,NW 47 AVE,NW 37 AVE,87,Miami-Dade,6,1610.47106149211
19515,2025,6,876370,87300499,3000,C,F,F,W,A,363,0,0.513,8,0,99.9,12.1,825.6401,WB SR 924,87260329 NB OFF,87,Miami-Dade,6,825.640102928369
19516,2025,6,876302,87270169,5900,C,F,F,W,A,100,0,0.159,8,0,99.9,1.7,251.516,I-95/NB,SW 3 AVE/NB,87,Miami-Dade,6,251.515985355033
19517,2025,5,772000,77160002,11500,X,F,F,W,F,909,0,0.117,8,0,99.9,7.9,187.9066,SR 400 EB,SR 436,77,Seminole,5,187.906612072598
19518,2025,7,159076,15000331,6400,V,F,F,F,F,448,0,0.503,9,0,54.3,7,806.8057,PINELLAS POINT DR S,62 AV S,15,Pinellas,7,806.805683639657
19519,2025,1,045008,04020101,9500,F,F,F,W,1,1900,0,1.273,9,0,99.9,20,2050.1497,1025' N/O FIVEASH ST,HICKORY ST/SR70 WB,04,Desoto,1,2050.14972168106
19520,2025,7,159048,15000076,3100,V,F,F,F,F,217,0,1,9,0,54.3,7,1620.4968,INDIAN ROCKS RD,CLEARWATER-LARGO RD,15,Pinellas,7,1620.49681324042
19521,2025,7,152725,15003004,5200,C,F,F,W,F,406,0,0.097,8,0,99.9,7.8,155.4112,6 ST S,I-175/SR-594 WB,15,Pinellas,7,155.411192898428
19522,2025,3,461601,46080000,11700,C,F,F,F,A,585,0.561,1.057,9,0,55,5,800.0832,TRANSMITTER RD,BOB LITTLE RD,46,Bay,3,800.083230085176
19523,2025,1,034124,03000523,7000,S,F,F,F,2,224,0,2.475,9,0,57.7,3.2,3980.6383,CR-896/PINE RIDGE RD,VANDERBILT BCH RD,03,Collier,1,3980.63826469173
19524,2025,5,977730,77470030,2800,C,F,F,W,F,563,0,0.378,8,0,99.9,20.1,612.2422,SR 417 SB,CR 431/RINEHART RD,77,Seminole,8,612.242243343334
19525,2025,5,772051,77010111,14000,X,F,F,W,F,1050,0,0.186,9,0,99.9,7.5,301.843,US-17 NB,SR-436,77,Seminole,5,301.84301024026
19526,2025,3,465232,46560005,3100,C,F,F,F,F,338,0.624,1.12,9,0,55,10.9,812.5657,CR-28/11TH ST,US-98/SR-30A/15TH ST,46,Bay,3,812.565709155726
19527,2025,1,034575,03521000,33500,S,F,F,F,2,1642,4,5.503,9,0,57.7,4.9,2419.9488,PINE RIDGE RD/CR 896,ORANGE BLOSSOM DR,03,Collier,1,2419.94875547209
19528,2025,2,710147,71020000,32500,C,F,F,F,F,2048,1.176,2.824,9,0,52.7,6.3,2649.0919,GOVENOR ST,CR-315,71,Clay,2,2649.09191709619
19529,2025,6,876360,87270506,12000,C,F,F,W,A,324,0,0.515,8,0,99.9,2.7,823.2659,S MIAMI AVE/SB,I-95/NB,87,Miami-Dade,6,823.265919799185
19530,2025,6,870073,87260524,11100,C,F,F,F,A,111,0,1.099,9.5,0,61,1,1759.4408,NW 154 ST,NW 169 ST,87,Miami-Dade,6,1759.44077329501
19531,2025,1,044136,04510000,2500,C,F,F,F,A,478,0,7.576,9.5,0,56.5,19.1,12329.6368,SR 70,NW KINSEYCOUNT LN R,04,Desoto,1,12329.6368485491
19532,2025,3,460280,46010002,23500,C,F,F,F,F,1175,2.09,3.283,9,0,60,5,1925.6073,R JACKSON BLVD,CR-30/FRONT BEACH RD,46,Bay,3,1925.60728858299
19533,2025,5,770135,77060000,17200,C,F,F,F,A,1600,5.968,7.375,9,0,53.3,9.3,2264.3528,WINTER SPRINGS BLVD,N/A,77,Seminole,5,2264.35278934477
19534,2025,7,159083,15000156,2900,V,F,F,F,F,203,0,0.186,9,0,54.3,7,296.0566,4 ST S,5 AVE S,15,Pinellas,7,296.056559074816
19535,2025,7,155302,15010000,41500,X,F,F,F,F,2324,7.657,8.02,9,0,54.3,5.6,584.0684,N/A,CR-1/PARK ST N,15,Pinellas,7,584.068438049556
19536,2025,3,465222,46140006,34500,C,F,F,F,A,828,0,0.348,9,0,55,2.4,551.2425,GORE AT US-98/SR-30,SCHOOL,46,Bay,3,551.242496311222
19537,2025,1,030094,03010000,43418,C,A,A,A,2,1303,14.147,15.824,9,0,57.4,3,2697.8109,PETERS AVE,THOMASSON DR,03,Collier,1,2697.81091587788
19538,2025,5,777023,77620000,4300,F,F,F,F,1,757,0,0.626,9,0,53.3,17.6,1005.4516,US 17-92,SANFORD AVE,77,Seminole,5,1005.45156644382
19539,2025,5,770175,77060000,36500,F,F,F,F,2,1387,0,1.162,9,0,53.3,3.8,1870.0292,OLD HOWELL BRANCH RD,TUSCAWILLA RD,77,Seminole,5,1870.0292194151
19540,2025,3,465018,46560501,1100,C,F,F,F,F,120,0,0.479,9,0,55,10.9,755.1031,US-231/SR-75,HAMILTON AVE,46,Bay,3,755.103059539549
19541,2025,1,034172,03540000,900,R,F,F,F,F,112,0,4.7,9.5,0,57.7,12.4,7533.0522,SR 29,CO. LINE RD,03,Collier,1,7533.05217584953
19542,2025,2,710122,71070000,56500,C,F,F,F,F,2769,10.003,11.927,9,0,52.7,4.9,3095.5146,CR-224/COLLEGE DR,SUZANNE AVE,71,Clay,2,3095.51459634107
19543,2025,6,876398,87281001,13000,F,F,F,W,1,104,0,0.35,9,0,99.9,0.8,567.2948,SR-953 / NW 42 AVE,US-27/OKEECHOBEE RD,87,Miami-Dade,6,567.294786780272
19544,2025,6,872554,87270000,188500,C,F,F,F,F,5655,14.404,14.675,9,0,51.5,3,435.957,Bridge No-870449,N/A,87,Miami-Dade,6,435.957039694346
19545,2025,5,772025,77160028,4100,X,F,F,W,F,410,0,0.403,8,0,99.9,10,649.9073,CR-46A,I-4/SR-400,77,Seminole,5,649.907282440265
19546,2025,7,155712,15000324,27500,X,F,F,F,F,1210,0.217,1.037,9,0,54.3,4.4,1331.4954,SR-694F / GANDY BLVD,US-92/SR-687/4 ST N,15,Pinellas,7,1331.4953724387
19547,2025,3,465147,46140000,19500,S,F,F,F,F,1073,2.665,3.239,9,0,55,5.5,925.1318,CR-385/FRANKFORD AVE,SR-327/LISENBY AVE,46,Bay,3,925.131801813494
19548,2025,1,034205,03000340,7700,X,F,F,F,F,1579,0,2.56,9,0,57.7,20.5,4111.7132,N/A,N/A,03,Collier,1,4111.71316904151
19549,2025,3,465125,46001000,32500,C,F,F,F,A,618,0.527,1.304,9,0,55,1.9,1253.6222,CR-385/FRANKFORD AVE,AIRPORT RD,46,Bay,3,1253.6221778653
19550,2025,5,977705,77470005,8550,C,F,F,W,F,1719,0,0.292,8,0,99.9,20.1,471.4883,SR 417 NB,RED BUG LAKE ROAD,77,Seminole,8,471.48833157534
19551,2025,5,778135,77000417,2600,F,F,F,F,F,195,0,0.182,9,0,53.3,7.5,303.2155,RONALD REAGAN BLVD,LYMAN RD,77,Seminole,5,303.215533710281
19552,2025,2,710168,71040000,11500,C,F,F,F,F,1035,0,1.124,9,0,52.7,9,1811.0708,BRADFORD CO LINE,SR-21,71,Clay,2,1811.0707696948
19553,2025,6,878736,87270700,5000,S,F,F,W,F,265,0,0.375,9,0,99.9,5.3,604.8377,87270182 SB ON,N/A,87,Miami-Dade,6,604.83765457515
19554,2025,7,159103,15000254,24500,C,F,F,F,F,1715,0,1.473,9,0,54.3,7,2370.1025,CENTRAL AVE,22 AVE N,15,Pinellas,7,2370.10254590167
19555,2025,7,151254,15025000,22000,C,F,F,F,2,1100,0,0.325,9,0,54.3,5,521.756,ALUS-19/SR-60/SR-595,CLEVELAND ST,15,Pinellas,7,521.755983669868
19556,2025,3,465105,46510002,500,C,F,F,F,A,41,0.125,0.163,9,0,99.9,8.2,59.9189,WILMONT AVE,US-98/SR-30A,46,Bay,3,59.9189145027838
19557,2025,1,037013,03175007,15500,S,S,S,W,F,1566,0,0.321,10.5,0,99.9,10.1,516.8069,SR-951 SB,I-75 NB,03,Collier,1,516.806852474732
19558,2025,6,876205,87260144,10000,C,F,F,W,A,450,0,0.215,8,0,99.9,4.5,347.25,US-41 / SW 8 ST,NB SR 826,87,Miami-Dade,6,347.24997737717
19559,2025,7,155706,15000055,8200,V,F,F,F,F,361,0,4.526,9,0,54.3,4.4,7286.376,INDIAN ROCKS BLVD,S BELCHER RD,15,Pinellas,7,7286.37603009658
19560,2025,3,470337,47020000,3705,C,A,A,A,A,374,24.13,29.429,9.5,0,52.8,10.1,8543.147,JIM DURHAM RD,CR-275/NW CR 275,47,Calhoun,3,8543.14704530427
19561,2025,7,159006,15000471,5000,E,F,F,F,F,350,0,1.115,9,0,54.3,7,1791.6581,US-19,HIGHLANDS BLVD,15,Pinellas,7,1791.65810918083
19562,2025,3,461635,46060000,33500,C,F,F,F,F,1742,4.955,5.523,9,0,55,5.2,916.2372,UNSIGNED,SR-390/14TH ST,46,Bay,3,916.237226079629
19563,2025,1,034121,03000062,9700,S,F,F,F,2,1183,0,0.084,9,0,57.7,12.2,137.0873,IMMOKALEE DR,NEW MARKET RD/CR29 A,03,Collier,1,137.087286706447
19564,2025,3,467707,46030113,0, , , , , ,0,0,0.374,0,0,0,0,609.2266, , ,46,Bay,3,609.226587812663
19565,2025,1,034104,03000020,26500,C,F,F,F,A,981,0,4.22,9,0,57.7,3.7,6786.3042,CR-896/PINE RIDGE RD,CR-846/IMMOKALEE RD,03,Collier,1,6786.30416543722
19566,2025,7,159160,15000420,2300,C,F,F,F,F,161,0,0.845,9,0,54.3,7,1374.2322,HIGHPOINT DR,CR-611/EAST LAKE RD,15,Pinellas,7,1374.23220238403
19567,2025,6,878729,87270130,850,S,F,F,F,F,28,0.388,0.735,9,0,61,3.3,564.2932,N/A,NW 102 ST,87,Miami-Dade,6,564.293161084271
19568,2025,5,772012,77160030,3000,X,F,F,W,F,300,0,0.272,8,0,99.9,10,440.0881,LAKE MARY BLVD EB,I-4/SR-400,77,Seminole,5,440.088096847394
19569,2025,7,159106,15000322,9300,C,F,F,F,F,651,0,0.062,9,0,54.3,7,96.6166,1 AVE S,CENTRAL AVE,15,Pinellas,7,96.6165825783497
19570,2025,1,045013,04040000,8900,S,F,F,W,2,1976,12.612,13.158,9,0,99.9,22.2,878.9427,SR70/HICKORY ST WB,S ORANGE AVE,04,Desoto,1,878.942719141215
19571,2025,3,465152,46020000,12000,C,F,F,F,F,540,4.393,5.436,9,0,55,4.5,1682.7276,BEACH DR,BALBOA AVE,46,Bay,3,1682.7276235768
19572,2025,7,159064,15000114,14900,V,F,F,F,F,1043,0,4.719,9,0,54.3,7,7598.1176,CENTRAL AVE,PARK BLVD,15,Pinellas,7,7598.1176041801
19573,2025,7,150091,15002000,25500,X,F,F,F,F,893,0.705,0.91,8,0,56.3,3.5,317.6618,N/A,Bridge No-150145,15,Pinellas,7,317.661832514615
19574,2025,3,465200,46140000,37000,C,F,F,F,F,851,1.198,1.56,9,0,55,2.3,583.4467,MOUND AVE,MICHIGAN AVE,46,Bay,3,583.446715789902
19575,2025,1,030012,03010000,52000,E,F,F,F,F,2132,5.824,7.256,9,0,57.4,4.1,2303.6688,GULF PARK DR,SEAGATE DR/CR 896,03,Collier,1,2303.66880553306
19576,2025,3,465205,46002000,7700,C,F,F,F,F,177,0.502,1.001,9,0,55,2.3,798.4102,19TH ST,SR-368/23RD ST,46,Bay,3,798.410212204668
19577,2025,5,778077,77510001,25500,F,F,F,F,F,2550,0.28,0.414,9,0,53.3,10,214.0841,SR-15/SR-600,PEN AVE,77,Seminole,5,214.084076531274
19578,2025,5,772050,77002002,5200,X,F,F,W,F,270,0,0.306,9,0,99.9,5.2,491.6334,SR-414/MAITLAND BLVD,SR-434,77,Seminole,5,491.633423340622
19579,2025,3,460317,46610000,3100,C,F,F,F,F,338,4.612,5.188,9,0,51.9,10.9,928.9646,CAMP FLOWERS RD,CR-2303/INDIAN BLUFF,46,Bay,3,928.964572812039
19580,2025,1,034507,03631000,59500,S,F,F,F,2,2142,1.915,2.925,9,0,57.7,3.6,1627.6553,BEARS PAW TR,N/A,03,Collier,1,1627.65534881322
19581,2025,3,460311,46512001,3800,C,F,F,F,F,414,0,0.032,9,0,51.9,10.9,53.4916,CR-2321,GATED DRIVEWAY,46,Bay,3,53.4916494618689
19582,2025,1,034503,03503000,45000,S,F,F,F,D,4950,2.615,4.833,9,0,57.7,11,3558.4572,CR896/PINE RIDGE RD,VANDERBILT BCH RD,03,Collier,1,3558.45717916266
19583,2025,6,876194,87260232,13000,F,F,F,W,1,494,0,0.161,8,0,99.9,3.8,256.6158,87260235 SB ON,SW 56 ST / MILLER DR,87,Miami-Dade,6,256.61575346034
19584,2025,7,159018,15000034,4000,C,F,F,F,F,280,0,1.66,9,0,54.3,7,2657.2624,SUNSET POINT RD,MAIN ST,15,Pinellas,7,2657.26238498323
19585,2025,3,470038,47020000,4600,C,F,F,F,F,561,19.649,19.76,9.5,0,60.3,12.2,178.9973,CR-69,SW CHIPOLA RD,47,Calhoun,3,178.997330145173
19586,2025,7,159172,15000457,16700,C,F,F,F,F,1303,0,2.673,9,0,54.3,7.8,4323.6049,SR-580,RACE TRACK RD,15,Pinellas,7,4323.60490237087
19587,2025,2,710239,71293200,7400,C,F,F,W,A,148,0,3.123,9,0,99.9,2,5024.7938,OAKLEAF PLANTATION P,OLD JENNINGS RD,71,Clay,2,5024.79376664894
19588,2025,1,034100,03000001,8400,S,F,F,F,2,370,0,1.992,9,0,57.4,4.4,3185.5543,HURON CT,SR-951/SAN MARCO RD,03,Collier,1,3185.55431969911
19589,2025,7,159152,15000405,3800,X,F,F,F,F,266,0,0.863,9,0,54.3,7,1385.8562,TO FRONTAGE RD,58 ST N,15,Pinellas,7,1385.85624271053
19590,2025,6,876319,87270188,12000,C,F,F,W,A,432,0,0.083,8,0,99.9,3.6,134.5985,NW 6 CT/SB,I-95/SB,87,Miami-Dade,6,134.598450043527
19591,2025,5,772017,77160038,6000,X,F,F,W,F,564,0,0.21,8,0,99.9,9.4,337.7741,SR-46,77160039 WB ON,77,Seminole,5,337.774110237197
19592,2025,6,870075,87260525,1500,C,F,F,W,A,17,0,1.551,9,0,99.9,1.1,2537.2527,NW 154 ST,NW 67 AVE/ LUDLAM RD,87,Miami-Dade,6,2537.25268680081
19593,2025,1,044002,04504000,17400,S,F,F,F,2,2349,0,5.154,9.5,0,56.5,13.5,8277.9336,CHARLOTTE COUNTY,TOUT 761 TO KINGSHWY,04,Desoto,1,8277.93358497089
19594,2025,3,465178,46020000,9500,C,F,F,F,F,608,11.452,12.064,9,0,55,6.4,987.4784,EAST ST,US-98/SR-30A/TYNDALL,46,Bay,3,987.478351748311
19595,2025,6,876351,87270220,17500,C,F,F,W,A,420,0,0.446,8,0,99.9,2.4,718.4952,NB I-95,EB NE 203 ST,87,Miami-Dade,6,718.495222665959
19596,2025,5,778062,77060000,9800,F,F,F,F,F,980,7.375,14.819,9,0,53.3,10,11979.7089,N/A,SR-46,77,Seminole,5,11979.7089150721
19597,2025,6,876421,87260243,11500,F,F,F,W,1,299,0,0.045,8,0,99.9,2.6,72.4464,87260475 NB OFF,NB SR-826/PALMETTO,87,Miami-Dade,6,72.446378067664
19598,2025,7,159111,15000057,1800,C,F,F,F,F,126,0.252,0.428,9,0,54.3,7,283.2525,RIVO PL,US-19/SR-55,15,Pinellas,7,283.25253190812
19599,2025,3,470039,47020000,5100,C,F,F,F,F,520,22.647,24.13,9.5,0,60.3,10.2,2390.9104,NW 11TH ST,JIM DURHAM RD,47,Calhoun,3,2390.91037216004
19600,2025,7,159163,15000487,2150,C,F,F,F,F,151,0,0.568,9,0,54.3,7,915.467,238F FROM MISTY P CT,WOODFIELD BLVD,15,Pinellas,7,915.466958207428
19601,2025,3,465037,46060000,29000,C,F,F,F,A,1566,1.215,1.757,9,0,55,5.4,874.2456,US-98/SR-30A/15TH ST,US-231/SR-75,46,Bay,3,874.245628740728
19602,2025,1,034114,03000054,8800,S,F,F,F,2,1153,0,3.215,9,0,57.7,13.1,5185.7034,GOLDEN GATE BLVD,CR 846/ IMMOKALEE RD,03,Collier,1,5185.70337611502
19603,2025,7,151257,15030055,1600,C,F,F,W,F,125,0,0.226,9,0,99.9,7.8,362.3649,SR688/ROOSEVELT BLVD,SR-686/ULMERTON RD,15,Pinellas,7,362.364930228446
19604,2025,5,977718,77470018,1600,C,F,F,W,F,322,0,0.2,8,0,99.9,20.1,322.4803,CR 4209/AIRPORT BLVD,SR 417 SB,77,Seminole,8,322.480320614262
19605,2025,5,778136,77000418,5500,F,F,F,F,F,413,0,1.188,9,0,53.3,7.5,1921.1509,LAKE MARY BLVD,RINEHART RD,77,Seminole,5,1921.15092744131
19606,2025,3,465040,46020003,24500,C,F,F,F,A,1838,2.547,3.141,9,0,55,7.5,955.0302,US-231/SR75/HARRISON,SR-77/MLK BLVD,46,Bay,3,955.030246416007
19607,2025,6,876345,87270214,14000,E,F,F,W,2,686,0,0.187,8,0,99.9,4.9,301.2296,I-95/NB,US-441 / SR-7,87,Miami-Dade,6,301.229641506873
19608,2025,5,750647,77080000,44500,S,F,F,F,2,2893,9.966,11.566,9,0,53.5,6.5,2574.1086,N/A,ORANGE CO LINE,77,Seminole,5,2574.10864662522
19609,2025,7,159111,15000270,1800,C,F,F,F,F,126,0,1.115,9,0,54.3,7,1802.4834,USALT19/PINELLAS AVE,US-19,15,Pinellas,7,1802.48335508238
19610,2025,7,155159,15020000,13900,C,F,F,F,A,1668,11.556,13.207,9,0,54.3,12,2654.9678,CR-880/KLOSTERMAN RD,E TARPON AVE,15,Pinellas,7,2654.96779197452
19611,2025,1,037039,03175039,9100,S,S,S,W,F,919,0,0.228,9,0,99.9,10.1,363.4945,CR 886/GOLDEN GATE,RAMP# 03175038,03,Collier,1,363.494527437871
19612,2025,6,870067,87260152,2750,C,F,F,F,A,127,0.289,1.273,9,0,61,4.6,1574.8847,N/A,NW 95 ST/JOHN HILL,87,Miami-Dade,6,1574.88471486067
19613,2025,2,359103,35000019,650,F,F,F,F,F,37,0,1.435,9.5,0,55.4,5.7,2296.1693,W US-90/SR-10,CR-146,35,Madison,2,2296.16929504586
19614,2025,6,870072,87044000,43500,C,F,F,F,A,1044,0,1.139,9,0,61,2.4,1827.346,KENDALL REGIONAL HOS,SR-985 / SW 107 AV,87,Miami-Dade,6,1827.34603999163
19615,2025,5,360014,36220000,19100,S,F,F,F,2,3877,4.112,7.93,9,0,52.9,20.3,6146.1614,SE SUNSET HBR RD,SE BASELINE RD,36,Marion,5,6146.16138909701
19616,2025,5,360173,36010000,6500,S,F,F,F,2,533,1.539,6.801,9,0,56,8.2,8455.412,CR-42,CR-464 C,36,Marion,5,8455.41203093799
19617,2025,5,368032,36000076,8400,S,F,F,F,2,529,0,3.413,9,0,56,6.3,5483.2884,SR 200,36000111/SW19 AVE RD,36,Marion,5,5483.28837621289
19618,2025,6,878319,87067507,4700,F,F,F,F,F,409,0,1.45,9,0,61,8.7,2341.7389,SR-5/US-1,END OF UP # 870388,87,Miami-Dade,6,2341.73889631302
19619,2025,5,367029,36000134,2600,S,F,F,F,2,491,0.206,1.268,9,0,56,18.9,1704.9407,SE 17 ST,SILVER SPRINGS BLVD,36,Marion,5,1704.94069121111
