FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
12504,2025,4,930066,93012000,28000,C,F,F,F,A,1148,2.915,3.465,9,0,58.2,4.1,879.7536,N/A,N/A,93,Palm Beach,4,879.753627418877
12505,2025,6,878370,87000039,3100,C,F,F,F,F,192,0,2.579,9,0,61,6.2,4158.2132,SR-821/HEFT,UNSIGNED,87,Miami-Dade,6,4158.21319614915
12506,2025,5,758110,75000166,4100,S,F,F,F,2,82,0,0.861,9,0,53.5,2,1386.9184,NORTH LN,CINDERLANE PKWY,75,Orange,5,1386.91836674091
12507,2025,4,930723,93060000,6900,C,F,F,F,1,352,21.732,22.587,9,0,61.8,5.1,1375.9503,N/A,N/A,93,Palm Beach,4,1375.95030211556
12508,2025,4,979933,86472000,106925,C,A,A,A,A,4598,3.263,5.444,8,0,54.3,4.3,3504.0354,Bridge No-860485,N/A,86,Broward,8,3504.03536482464
12509,2025,5,757065,75000065,9600,F,F,F,F,1,634,0,1.117,9,0,53.5,6.6,1798.0373,SR 50/W COLONIAL DR,SR 438/PLANT ST,75,Orange,5,1798.03732023315
12510,2025,5,117019,11000090,1200,C,F,F,F,A,82,0,0.81,9,0,53,6.8,1301.185,PALMETTO ST,CR-44,11,Lake,5,1301.18498130346
12511,2025,4,938532,93024500,14000,T,F,F,F,F,826,0,3.147,9,0,58.2,5.9,5056.1512,SR-794/YAMATO RD,LINTON BLVD,93,Palm Beach,4,5056.15120865683
12512,2025,2,263464,26005000,35500,C,F,F,F,F,1243,2.399,3.655,9,0,53.2,3.5,2021.2306,N/A,N/A,26,Alachua,2,2021.23060787212
12513,2025,5,758073,75000098,1850,F,F,F,F,1,150,0,2.3,9,0,53.5,8.1,3691.4558,TAMPA AVE,SUMMERLIN AVE,75,Orange,5,3691.4558287785
12514,2025,3,553074,55670501,5800,C,F,F,F,A,336,0.098,0.801,9,0,64.9,5.8,1138.8125,N/A,US-27/SR-63,55,Leon,3,1138.81245898231
12515,2025,2,260010,26100000,16100,C,F,F,F,F,1079,0,0.631,9,0,58.9,6.7,1016.3012,US-441/SR-25,N W 72ND PL,26,Alachua,2,1016.30124874092
12516,2025,4,932193,93220000,212000,C,F,F,F,A,16748,8.416,9.933,8,0,99.9,7.9,2441.5842,Bridge No-930499,Bridge No-930503,93,Palm Beach,4,2441.5842281378
12517,2025,4,934094,93120500,8600,F,F,F,W,F,593,0.795,1.045,9,0,99.9,6.9,403.4956,N/A,SR-80/SOUTHERN BL WB,93,Palm Beach,4,403.495586562758
12518,2025,2,265022,26020000,22000,C,F,F,F,F,1408,17.962,18.222,9.5,0,58.9,6.4,419.0241,SR-235/NW 140 ST,NW 154TH AVE,26,Alachua,2,419.024119311242
12519,2025,4,937173,93006000,44000,S,F,F,F,F,2244,1.18,1.543,9,0,58.2,5.1,583.4227,N/A,N/A,93,Palm Beach,4,583.422718839201
12520,2025,4,867100,86529500,42500,S,F,F,F,F,3868,2.043,2.114,9,0,55.2,9.1,113.8863,N/A,SR-811/DIXIE HWY,86,Broward,4,113.886304519779
12521,2025,4,933503,93027501,18100,C,F,F,F,A,380,0,2.36,9,0,58.2,2.1,3796.3518,BELVEDERE ROAD,PALM BCH LAKES BLVD,93,Palm Beach,4,3796.35183779538
12522,2025,4,930778,93000432,6100,C,F,F,F,A,275,0,0.693,9,0,58.2,4.5,1115.9384,GARDEN RD SOUTH END,GARDEN RD NORTH END,93,Palm Beach,4,1115.93840156418
12523,2025,5,758042,75000056,950,S,F,F,F,2,10,0,0.713,9,0,53.5,1.1,1142.5639,PHELPS AVE,GREENE DR,75,Orange,5,1142.56390659057
12524,2025,5,758199,75000360,2600,R,F,F,F,F,114,0,2.062,9,0,53.5,4.4,3314.753,APOPKA VINELAND RD,6 TH ST,75,Orange,5,3314.75298952555
12525,2025,4,930146,93020002,17300,C,F,F,F,2,1332,0,0.291,9,0,61.8,7.7,468.611,25 ST,US-1/SR-5/N DIXIE,93,Palm Beach,4,468.611046395337
12526,2025,2,269042,26000198,70,C,F,F,F,F,2,0,2.729,9,0,58.9,3.5,4391.185,SW 97 LN,SR-24/ARCHER RD,26,Alachua,2,4391.18500867191
12527,2025,7,105739,10770000,42500,S,F,F,F,F,5058,0,4.771,9,0,57.9,11.9,7677.248,SHELDON ROAD,SR600/DALE MABRY HWY,10,Hillsborough,7,7677.24800877708
12528,2025,2,260487,26090000,23500,C,F,F,F,F,2280,5.565,10.188,9,0,53.2,9.7,7438.0767,SW 130 TER,SW 75TH ST,26,Alachua,2,7438.07669626006
12529,2025,4,935201,93200000,50500,C,F,F,F,A,2424,2.027,3.603,9,0,58.2,4.8,2536.3196,SR- 91/TURNPIKE,JOG RD,93,Palm Beach,4,2536.31961891538
12530,2025,4,930019,93120000,17300,C,F,F,F,2,3045,0.228,4.247,9.5,0,56.7,17.6,6455.6796,TRACTOR CROSSING,LION COUNTRY RD,93,Palm Beach,4,6455.67963359944
12531,2025,4,930072,93001000,21000,C,F,F,F,A,2163,2.956,4.249,9,0,56.7,10.3,2080.8575,N/A,Bridge No-930265,93,Palm Beach,4,2080.85749662355
12532,2025,4,938525,93000370,11400,F,F,F,F,F,581,0,0.65,9,0,58.2,5.1,1045.5021,25 ST,36 ST,93,Palm Beach,4,1045.50211947405
12533,2025,4,930421,93160000,13300,C,F,F,F,A,3591,0,22.326,9.5,0,56.7,27,35944.6207,BROWARD CO LINE,CR-827,93,Palm Beach,4,35944.6207313244
12534,2025,5,758096,75000147,9000,T,F,F,F,F,396,0,0.488,9,0,53.5,4.4,780.469,MARSHALL FARMS RD,SR 50/W COLONIAL DR,75,Orange,5,780.469044492684
12535,2025,5,758171,75000313,22000,T,F,F,F,F,968,0,2.684,9,0,53.5,4.4,4324.9761,SR 50,A D MIMS RD,75,Orange,5,4324.97610829532
12536,2025,4,937572,93000389,4000,T,F,F,F,F,204,0,1.014,9,0,58.2,5.1,1641.9211,LAKE WORTH RD,QUINCE LN,93,Palm Beach,4,1641.92111161758
12537,2025,5,758018,75000027,5400,R,F,F,F,F,238,0,3.015,9,0,53.5,4.4,4856.9062,FERNCREEK AVE,SR-436/SEMORAN BLVD,75,Orange,5,4856.90618401856
12538,2025,5,755222,75000345,1500,T,F,F,F,F,99,0,0.115,9,0,99.9,6.6,188.0752,MONTACINO EN/HOPE RD,MAITLAND BLVD,75,Orange,5,188.075184219683
12539,2025,6,878103,87000014,5900,C,F,F,F,F,513,0,7.213,9.5,0,61,8.7,11598.7467,HEFT,END OF BRIDGE 874476,87,Miami-Dade,6,11598.7466696177
12540,2025,4,934012,93220021,13500,F,F,F,W,F,689,0,0.304,8,0,99.9,5.1,489.8603,NB I-95/SR-9,EB LINTON BLVD,93,Palm Beach,4,489.860291887474
12541,2025,4,937258,93000236,10200,T,F,F,F,F,520,0,0.091,9,0,56.7,5.1,140.226,ROUNDABOUT,SR-786/PGA BLVD,93,Palm Beach,4,140.226002804217
12542,2025,2,260493,26070000,15500,C,F,F,F,F,682,2.035,3.03,9.5,0,58.9,4.4,1601.5441,CR-337/SW 266 ST,US-27/US-41/SR-45,26,Alachua,2,1601.54405885006
12543,2025,5,758318,75000186,2700,F,F,F,F,1,178,0,0.51,9,0,53.5,6.6,805.5668,MICHIGAN ST,KALEY AVE,75,Orange,5,805.566819712835
12544,2025,4,937210,93070000,38500,S,F,F,F,F,1964,14.013,15.259,9,0,58.2,5.1,2002.9939,N/A,N/A,93,Palm Beach,4,2002.99391058111
12545,2025,4,935501,93016000,41000,C,F,F,F,A,1968,2.865,3.597,9,0,58.2,4.8,1176.2778,N/A,JOG RD,93,Palm Beach,4,1176.27777458042
12546,2025,4,978614,86472014,8900,C,F,F,W,F,383,0,0.277,8,0,99.9,4.3,446.2201,ATLANTIC BOULEVARD,SR 869 SB,86,Broward,8,446.220076835812
12547,2025,4,937697,93000331,2700,T,F,F,F,F,138,0,0.415,9,0,56.7,5.1,667.466,ALTON RD,CENTRAL BLVD,93,Palm Beach,4,667.465953083595
12548,2025,5,117021,11000101,1300,C,F,F,F,A,95,0,1.332,9,0,53,7.3,2149.3084,US-441,KURT ST,11,Lake,5,2149.308429851
12549,2025,4,930129,93130000,5700,C,F,F,F,A,1345,10.748,12.785,9,0,56.7,23.6,3278.1374,E FIRST ST,N/A,93,Palm Beach,4,3278.13744657208
12550,2025,4,869588,86518501,13600,S,F,F,F,F,1238,0.973,1.21,9,0,55.2,9.1,381.44,N/A,N/A,86,Broward,4,381.440011509604
12551,2025,2,265020,26010000,26500,C,F,F,F,F,1537,14.901,15.212,9,0,53.2,5.8,500.6092,NW 11TH AVE,NW 16TH AVE,26,Alachua,2,500.609192318689
12552,2025,4,970693,86470134,4450,C,F,F,W,F,645,0,0.785,8,0,99.9,14.5,1251.823,SR 91 SB; MP 22.169,SR 834/SAMPLE ROAD,86,Broward,8,1251.82297384581
12553,2025,4,937117,93000296,10500,T,F,F,F,F,536,0,2.25,9,0,56.7,5.1,3618.0526,INDIAN CREEK PKWY,CENTER ST,93,Palm Beach,4,3618.05262976366
12554,2025,2,266002,26260014,1100,C,F,F,W,F,316,0,0.253,9.5,0,99.9,28.7,392.0474,GORE AT I-75 SB,GORE AT I-75 SB,26,Alachua,2,392.047435906884
12555,2025,3,555071,55550000,3800,C,F,F,F,F,137,0,2.145,9,0,64.9,3.6,3447.42,SR-61/S MONROE ST,US-27/SR-20,55,Leon,3,3447.42000908252
12556,2025,4,930703,93150000,41500,C,F,F,F,1,1121,9.04,9.942,9,0,56.7,2.7,1451.6083,NORTHLAKE BLVD,N/A,93,Palm Beach,4,1451.60833427546
12557,2025,2,265033,26020000,11700,C,F,F,F,F,515,1.256,1.888,9,0,53.2,4.4,1018.3481,SR-24A/SR-226/SW 16,DEPOT AVE,26,Alachua,2,1018.34812322619
12558,2025,4,930022,93006000,41500,C,F,F,F,A,2698,0,1.18,9,0,58.2,6.5,1896.4159,CR-812/LANTANA RD,N/A,93,Palm Beach,4,1896.41591544059
12559,2025,4,869570,86580504,5200,S,F,F,F,F,473,0,0.506,9,0,55.2,9.1,817.2211,ANDREWS AV,NE 6 AV,86,Broward,4,817.221113939839
12560,2025,4,935420,93050000,24500,C,F,F,F,A,637,5.835,6.844,9,0,61.8,2.6,1620.4967,N/A,BELVEDERE RD,93,Palm Beach,4,1620.49672367644
12561,2025,4,978603,86472003,5300,C,F,F,W,F,228,0,0.296,8,0,99.9,4.3,483.5404,SUNRISE BOULEVARD,SR 869 NB,86,Broward,8,483.540412817056
12562,2025,3,560020,56010000,5900,C,F,F,F,A,867,1.323,2.955,9.5,0,60.9,14.7,2629.3857,SCHOOL,CR-379/HOECAKE RD,56,Liberty,3,2629.3857190196
12563,2025,5,118021,11000094,850,F,F,F,F,1,198,0,5.693,9.5,0,53,23.3,9147.0644,US-27,SR-19,11,Lake,5,9147.06444843142
12564,2025,6,878114,87000038,18500,C,F,F,F,F,1203,0,1.012,9,0,61,6.5,1626.0869,SW 177 AVE/KROME AVE,SW 167 AVE,87,Miami-Dade,6,1626.08688025946
12565,2025,4,970713,86472049,7700,C,F,F,W,F,1117,0,0.442,8,0,99.9,14.5,715.6346,SR 91 NB,86472914 RAMP,86,Broward,8,715.634613381602
12566,2025,2,265109,26004000,20500,C,F,F,F,F,779,0.924,1.324,9,0,53.2,3.8,644.6971,US-441/SR-25/SW 13TH,APT ENT,26,Alachua,2,644.697132475014
12567,2025,5,758057,75000075,8200,T,F,F,F,F,361,0,1.263,9,0,53.5,4.4,2038.045,REWIS ST,FULLERS CROSS RD,75,Orange,5,2038.04503370104
12568,2025,3,550324,55590002,12300,C,F,F,F,A,504,0,0.148,9,0,69.8,4.1,250.5436,US-90/SR-10/MAHAN DR,SHOPPING CENTER,55,Leon,3,250.543611855119
12569,2025,2,260116,26130000,10000,C,F,F,F,F,490,12.397,17.271,9.5,0,58.9,4.9,7846.9043,N/A,CENTRE ST,26,Alachua,2,7846.90434380523
12570,2025,4,930099,93210000,24158,C,A,A,A,A,1884,8.67,13.756,9,0,62.5,7.8,8185.0323,N/A,N/A,93,Palm Beach,4,8185.03230870323
12571,2025,4,930674,93120000,13100,C,F,F,F,2,2240,21.847,21.945,9,0,61.8,17.1,157.4603,N/A,SR-A1A,93,Palm Beach,4,157.460318396609
12572,2025,5,118003,11000010,5400,C,F,F,F,2,454,0,2.015,9,0,53,8.4,3244.1576,ORANGE COUNTY LINE,WOLF BRANCH ROAD,11,Lake,5,3244.1576171611
12573,2025,4,868206,86531501,7600,S,F,F,F,F,692,1.102,1.494,9,0,55.2,9.1,630.6878,N/A,N/A,86,Broward,4,630.687767107007
12574,2025,4,935019,93030000,29500,C,F,F,F,2,1092,7.578,8.27,9,0,58.2,3.7,1115.4486,SW 11 AVE,SWINTON AVE,93,Palm Beach,4,1115.44860484072
12575,2025,4,934071,93220073,14000,F,F,F,W,F,938,0,0.207,8,0,99.9,6.7,333.7504,SB I-95,45 ST,93,Palm Beach,4,333.750408372589
12576,2025,4,970434,86471071,8350,C,F,F,W,F,543,0,0.25,8,0,99.9,6.5,411.7135,NW 57 AVE/RED ROAD,SR 821 SB,86,Broward,8,411.713532626164
12577,2025,5,758313,75000037,14000,S,F,F,F,2,336,1.289,1.388,9,0,53.5,2.4,156.5884,N/A,ORANGE AVE,75,Orange,5,156.588357757704
12578,2025,5,758220,75000381,3600,R,F,F,F,F,158,0,6.218,9.5,0,53.5,4.4,10023.5166,75002041 EB OFF,SR 520,75,Orange,5,10023.5165501216
12579,2025,4,935105,93020000,5000,T,F,F,F,F,255,7.114,7.503,9,0,61.8,5.1,626.0793,BARCELONA RD,N/A,93,Palm Beach,4,626.079257258674
12580,2025,4,934046,93220052,12000,F,F,F,W,F,672,0,0.263,8,0,99.9,5.6,422.5438,SR-802/FOREST HILL,NB I-95,93,Palm Beach,4,422.543837888225
12581,2025,7,105740,10823000,18500,S,F,F,F,F,2202,0,4.063,9,0,57.9,11.9,6543.262,US-41/S 50TH ST,US-301,10,Hillsborough,7,6543.26198209106
12582,2025,2,265112,26080009,2600,C,F,F,W,F,99,0,0.17,9.5,0,99.9,3.8,274.339,GORE AT SR-20 WB,GORE AT US-301 NB,26,Alachua,2,274.339019403503
12583,2025,4,930710,93190000,37500,C,F,F,F,2,2063,16.085,16.852,9,0,56.7,5.5,1234.7399,N/A,N/A,93,Palm Beach,4,1234.73987622909
12584,2025,4,930762,93110001,10700,C,F,F,F,A,1851,0,0.97,9,0,56.7,17.3,1561.0702,SR-15/SR-80,N/A,93,Palm Beach,4,1561.07018173912
12585,2025,3,575146,57000020,4600,C,F,F,F,F,189,0,0.839,9,0,53.3,4.1,1353.5869,SR-85/EGLIN PKWY,FERRY RD NE,57,Okaloosa,3,1353.58690195373
12586,2025,4,937561,93000344,6200,T,F,F,F,F,316,0,1.382,9,0,56.7,5.1,2224.9163,HOOD RD,DONALD ROSS RD,93,Palm Beach,4,2224.91633753983
12587,2025,2,264022,26260029,2500,C,F,F,W,F,718,0,0.228,9.5,0,99.9,28.7,367.3737,GORE AT I-75 SB,GORE AT US-441/SR-25,26,Alachua,2,367.373739586749
12588,2025,4,930024,93180000,41000,C,F,F,F,F,2419,5.662,6.164,9,0,58.2,5.9,809.4339,N/A,N/A,93,Palm Beach,4,809.433906779756
12589,2025,5,758097,75000148,5950,S,F,F,F,2,577,0.363,1.365,9,0,99.9,9.7,1612.8781,DIVISION AVE,RIO GRANDE AVE,75,Orange,5,1612.87809808307
12590,2025,5,758173,75000316,12000,T,F,F,F,F,528,0,2.114,9,0,53.5,4.4,3391.626,AT BRIDGE END 750512,HOFFNER RD,75,Orange,5,3391.62597299222
12591,2025,5,118087,11000009,12900,S,F,F,F,2,890,0,4.687,9,0,53,6.9,7541.3485,US-441,CR-437,11,Lake,5,7541.34849687967
12592,2025,4,930081,93001003,24500,C,F,F,F,2,809,0,0.321,9,0,56.7,3.3,513.6061,ALT A1A,PGA BLVD,93,Palm Beach,4,513.606138452457
12593,2025,4,860300,86530500,43500,C,F,F,F,A,1653,0,0.737,9,0,55.2,3.8,1185.6857,SR-845/POWERLINE RD,I-95 SB,86,Broward,4,1185.68574806563
12594,2025,4,937194,93025501,27500,S,F,F,F,F,1403,0.188,0.822,9,0,58.2,5.1,1019.4757,N/A,N/A,93,Palm Beach,4,1019.47574772686
12595,2025,4,934070,93220075,14500,F,F,F,W,F,972,0,0.243,8,0,99.9,6.7,403.6754,45 ST WB,I-95/SR-9 NB,93,Palm Beach,4,403.675446401891
12596,2025,4,937433,93000427,6400,C,F,F,F,A,346,0,0.314,9,0,61.8,5.4,510.71,W 15 ST,BLUE HERON BLVD,93,Palm Beach,4,510.709989976952
12597,2025,5,758034,75000046,9200,S,F,F,F,2,745,0,1.018,9,0,53.5,8.1,1617.9468,EDGEWATER DR,CLAY AVE,75,Orange,5,1617.94676716502
12598,2025,5,758218,75000379,1600,T,F,F,F,F,70,0,1.717,9.5,0,53.5,4.4,2763.52,LAKE PICKETT RD,SCL,75,Orange,5,2763.51999368403
12599,2025,4,935099,93020000,3800,C,F,F,W,A,129,8.002,8.705,9,0,99.9,3.4,1131.4217,N/A,N/A,93,Palm Beach,4,1131.42168132003
12600,2025,4,934031,93220046,11000,F,F,F,W,F,561,0,0.266,8,0,99.9,5.1,427.8758,NB I-95,10 AVE N,93,Palm Beach,4,427.87583010508
12601,2025,4,937152,93000250,8200,T,F,F,F,F,418,1.236,2.29,9,0,58.2,5.1,1694.8561,N/A,FOREST HILL BLVD,93,Palm Beach,4,1694.85612090792
12602,2025,2,265075,26070068,8200,C,F,F,F,A,131,0.458,1.239,9,0,53.2,1.6,1249.0973,SR-121/SW 34TH ST,SW 24TH ST,26,Alachua,2,1249.09730218156
12603,2025,5,758320,75000230,14700,T,F,F,F,F,970,0,7.628,9,0,53.5,6.6,12269.3937,LEEVISTA BLVD,E COLONIAL DR,75,Orange,5,12269.393738194
12604,2025,4,930081,93090000,24500,C,F,F,F,2,809,3.599,4.055,9,0,56.7,3.3,733.8844,N/A,SPUR,93,Palm Beach,4,733.884415963906
12605,2025,4,978615,86472015,3150,C,F,F,W,F,135,0,0.29,8,0,99.9,4.3,466.7079,SR 869 SB,ATLANTIC BOULEVARD,86,Broward,8,466.707945172955
12606,2025,4,937697,93000327,2700,T,F,F,F,F,138,0,0.661,9,0,56.7,5.1,1076.3069,MINER RD,N CONGRESS AVE,93,Palm Beach,4,1076.30694286929
12607,2025,4,867727,86524500,17800,S,F,F,F,F,1620,0,1.09,9,0,55.2,9.1,1759.8627,POWERLINE RD,ANDREWS AV/SW 12 AV,86,Broward,4,1759.86274322704
12608,2025,5,758086,75000123,4200,T,F,F,F,F,185,0,0.849,9,0,53.5,4.4,1366.2345,HEMPEL AVE,WILKENING FARMS RD,75,Orange,5,1366.23445496159
12609,2025,5,757319,75000319,17000,F,F,F,F,1,2686,0,1.23,9,0,53.5,15.8,1972.9623,JOHN YOUNG PKWY,ORANGE BLOSSOM TRL,75,Orange,5,1972.96227646177
12610,2025,4,937068,93000404,7300,T,F,F,F,F,372,0,0.748,9,0,56.7,5.1,1213.6108,SR-786/PGA BLVD,117 CT N,93,Palm Beach,4,1213.61080421699
12611,2025,5,758016,75000025,2550,S,F,F,F,2,23,0,0.2,9,0,53.5,0.9,313.8614,APOPKA BLVD,HIAWASSEE RD,75,Orange,5,313.86142483119
12612,2025,2,264005,26260017,2100,C,F,F,W,F,603,0,0.14,9,0,99.9,28.7,224.5475,GORE AT I-75 NB,GORE AT SR-121,26,Alachua,2,224.547499878366
12613,2025,6,878365,87000005,3100,C,F,F,F,F,192,7.456,7.542,9.5,0,99.9,6.2,138.2536,N/A,US-1/SR-5,87,Miami-Dade,6,138.253580009413
12614,2025,4,934014,93220022,13000,F,F,F,W,F,663,0,0.261,8,0,99.9,5.1,415.9825,SB I-95/SR-9,WB LINTON BLVD,93,Palm Beach,4,415.982546450476
12615,2025,5,758000,75000002,23000,T,F,F,F,F,1012,0,2.257,9,0,53.5,4.4,3631.1047,VOTAW RD,SEMINOLE CO.,75,Orange,5,3631.10471779577
12616,2025,2,263442,26070000,33000,C,F,F,F,A,528,16.372,16.872,9,0,53.2,1.6,804.6875,NW 44TH ST,N/A,26,Alachua,2,804.687457556926
12617,2025,5,758118,75000180,1950,S,F,F,F,2,236,0,1.54,9,0,53.5,12.1,2502.8087,SUMMERLIN AVE,CRYSTAL LAKE DR,75,Orange,5,2502.80872322217
12618,2025,4,935138,93060000,12600,C,F,F,F,A,592,27.077,27.971,9,0,61.8,4.7,1438.7297,N/A,N/A,93,Palm Beach,4,1438.72970440193
12619,2025,3,560009,56502000,650,C,F,F,F,F,99,0,9.442,9.5,0,60.9,15.2,15213.9358,CR-379A,SR-65,56,Liberty,3,15213.9357728819
12620,2025,5,118019,11000091,7000,C,F,F,F,2,413,0,1.223,9,0,53,5.9,1963.549,GRIFFIN RD,US-27/US-441,11,Lake,5,1963.54902207834
12621,2025,4,867712,86516000,37000,S,F,F,F,F,3367,0,1.088,9,0,53.9,9.1,1752.3379,SW 90 AVE/COOPER BVD,SR-817/UNIVERSITY DR,86,Broward,4,1752.33793937967
12622,2025,2,265055,26010000,28000,C,F,F,F,F,1624,15.212,15.714,9,0,53.2,5.8,808.1016,NW 16TH AVE,SR-120/NW 23RD AVE,26,Alachua,2,808.101624216146
12623,2025,4,970661,86470140,11000,C,F,F,W,F,1595,0,0.479,8,0,99.9,14.5,755.2302,SR 91 NB; MP 18.567,SR 814/ATLANTIC BLVD,86,Broward,8,755.230151224316
12624,2025,4,937393,93000302,24500,T,F,F,F,F,1250,0,1.065,9,0,58.2,5.1,1712.5404,LYONS RD,BOCA RIO RD,93,Palm Beach,4,1712.54038755626
12625,2025,2,360436,26260000,71500,F,F,F,F,2,21164,1,9.74,10.5,0,52.9,29.6,14058.9363,Bridge No-260061,Bridge No-260063,26,Alachua,2,14058.9363178356
12626,2025,3,555066,55570000,12000,C,F,F,F,F,432,1.215,1.494,9,0,69.8,3.6,448.7134,CR-158/THARPE ST,MULBERRY BLVD,55,Leon,3,448.713375117869
12627,2025,4,930374,93130000,4900,C,F,F,F,A,1789,12.785,14.223,9,0,56.7,36.5,2314.2348,N/A,SR-700/W MAIN ST,93,Palm Beach,4,2314.2347964161
12628,2025,5,117043,11000047,2800,S,F,F,F,2,176,4.185,4.725,9,0,53,6.3,868.2914,N/A,SR-50,11,Lake,5,868.29139269516
12629,2025,4,935001,93010000,30500,C,F,F,F,A,2654,0,1.114,9,0,61.8,8.7,1792.794,CO LINE/ENDBR860253,N/A,93,Palm Beach,4,1792.79397355942
12630,2025,5,757001,75000001,51000,F,F,F,F,1,2958,0,2.244,9,0,53.5,5.8,3608.1562,DEAN ROAD,ALAFAYA TR,75,Orange,5,3608.15618575386
12631,2025,4,869076,86600004,7900,S,F,F,F,F,719,2.053,2.74,9,0,54.6,9.1,1102.871,NE 55 PL,US-1/SR-5,86,Broward,4,1102.87099455094
12632,2025,4,930116,93060000,10600,C,F,F,F,1,244,18.408,20.255,9,0,61.8,2.3,2972.3848,N/A,N/A,93,Palm Beach,4,2972.38482927585
12633,2025,4,970544,86470210,24000,C,F,F,W,F,3480,0,0.724,8,0,99.9,14.5,1165.1992,SR 91 SB,86470208 RAMP,86,Broward,8,1165.19922696136
12634,2025,5,757043,75000043,3200,F,F,F,F,1,138,0,0.879,9,0,53.5,4.3,1413.5709,ORANGE BLOSSOM TRL,N HUGHEY AVE,75,Orange,5,1413.57094436824
12635,2025,5,758211,75000372,8600,F,F,F,F,1,284,0,2.659,9,0,53.5,3.3,4250.985,INTERNATIONAL DR,INTERNATIONAL DR,75,Orange,5,4250.984989497
12636,2025,4,978632,86472032,10000,C,F,F,W,F,430,0,0.365,8,0,99.9,4.3,574.6223,UNIVERSITY DRIVE,SR 869 NB,86,Broward,8,574.622347811561
12637,2025,2,260030,26005000,27500,C,F,F,F,F,963,0,0.644,9,0,53.2,3.5,1036.3279,WEST OF I-75/SR-93,N/A,26,Alachua,2,1036.32794444483
12638,2025,5,757009,75000084,7600,F,F,F,F,1,304,0,1.8,9,0,53.5,4,2920.1756,CLARCONA OCOEE RD,MAITLAND BLVD/SR 414,75,Orange,5,2920.17558490593
12639,2025,3,555100,55580500,5000,C,F,F,F,F,465,0,0.31,9,0,69.8,9.3,498.1492,US-27/SR-63,SR-155/N MERIDIAN RD,55,Leon,3,498.149245476843
12640,2025,2,260276,26130000,10100,C,F,F,F,F,495,1.046,2.762,9,0,58.9,4.9,2762.6901,SE 26TH TER,CR-329B,26,Alachua,2,2762.69010773354
12641,2025,4,932199,93220000,258000,E,F,F,F,F,19350,20.337,21.658,8,0,59,7.5,2126.1038,N/A,N/A,93,Palm Beach,4,2126.10381788999
12642,2025,4,935417,93120000,93500,C,F,F,F,2,5517,15.396,15.94,9,0,58.2,5.9,873.8257,N/A,N/A,93,Palm Beach,4,873.825698970975
12643,2025,3,575148,57000038,350,C,F,F,F,F,14,0,0.12,9,0,53.3,4.1,193.4477,FIRST ST SE,SR-145/PERRY AVE SE,57,Okaloosa,3,193.447743546392
12644,2025,4,869291,86526500,21200,S,F,F,F,F,1929,0.393,1.165,9,0,55.2,9.1,1243.1879,N/A,US-1/SR-5,86,Broward,4,1243.18788744751
12645,2025,4,935209,93030000,48000,C,F,F,F,F,3024,1.857,3.56,9,0,58.2,6.3,2745.024,TURNPIKE/SR-91,JOG RD,93,Palm Beach,4,2745.02403464879
12646,2025,5,118006,11000014,5400,S,F,F,F,2,227,0,1.238,9,0,53,4.2,1994.0372,EAST CROOKED LAKE DR,SR-44,11,Lake,5,1994.03719337803
12647,2025,4,937433,93000407,6400,C,F,F,F,A,346,0,0.201,9,0,61.8,5.4,321.7826,W 20 ST,W 24 ST,93,Palm Beach,4,321.782594571608
12648,2025,5,757004,75000012,33000,F,F,F,F,1,1914,1.156,6.698,9,0,53.5,5.8,8919.494,3 ST,PALM LAKE DR,75,Orange,5,8919.49399512712
12649,2025,5,758196,75000357,19500,T,F,F,F,F,858,0,0.89,9,0,53.5,4.4,1433.9595,GOLFWAY BLVD,LAKE UNDERHILL RD,75,Orange,5,1433.9594677308
12650,2025,6,878105,87000024,6900,C,F,F,F,F,600,0,5.096,9,0,61,8.7,8163.513,SW 187 AVE,SW 137 AVE,87,Miami-Dade,6,8163.512979066
12651,2025,4,935105,93020000,5000,T,F,F,F,F,255,7.503,7.831,9,0,61.8,5.1,527.9167,N/A,SR-704/OKEECHOBEE BL,93,Palm Beach,4,527.916707815718
12652,2025,5,118000,11000001,500,F,F,F,F,1,65,0,5,9.5,0,53,12.9,8057.352,CR-565/BAY LK RD,SR-33,11,Lake,5,8057.35199315878
12653,2025,7,109197,10810000,4000,C,F,F,F,F,624,0,0.984,9.5,0,57.9,15.6,1589.1062,NICHOLS RD,HENRY GEORGE RD,10,Hillsborough,7,1589.10624385884
12654,2025,2,265004,26070068,12900,C,F,F,F,F,206,0,0.458,9,0,53.2,1.6,732.477,SR-26,SR-121/SW 34TH ST,26,Alachua,2,732.476984127458
12655,2025,5,757019,75000231,37000,F,F,F,F,1,1221,4.689,5.558,9,0,53.5,3.3,1398.568,N/A,LAKE UNDERHILL RD,75,Orange,5,1398.56799261687
12656,2025,4,930502,93100000,16900,C,F,F,F,A,4276,0,6.059,9.5,0,56.7,25.3,9751.2545,HENDRY CO LINE,N/A,93,Palm Beach,4,9751.25450112541
