FID,ROADWAY,FUNCLASS,BEGIN_POST,END_POST,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
1167,37900010,09,0,0.671,1080.3363,2,37,Suwannee,2,1080.33630548306
1168,77000239,18,0,0.859,1379.433,5,77,Seminole,5,1379.43302985072
1169,14000088,16,0,3.814,6168.2512,7,14,Pasco,7,6168.25119617573
1170,87270300,19,0,0.296,475.1332,6,87,Miami-Dade,6,475.133185265648
1171,01501000,16,0,3.764,6055.8332,1,01,Charlotte,1,6055.83320350976
1172,38040000,06,3.21,14.62,18371.2322,2,38,Taylor,2,18371.2321831833
1173,14050000,14,0,13.55,21799.8045,7,14,Pasco,7,21799.8045117163
1174,15000021,16,0.433,0.759,522.5254,7,15,Pinellas,7,522.525425427456
1175,02540000,08,0,0.161,258.8344,7,02,Citrus,7,258.834373026714
1176,70540000,17,0,0.414,664.2833,5,70,Brevard,5,664.283251413711
1177,39620000,09,0,2.675,4303.9919,2,39,Union,2,4303.9919016833
1178,14000184,17,0,0.576,928.994,7,14,Pasco,7,928.993959885508
1179,01000089,19,0.632,1.59,1542.2899,1,01,Charlotte,1,1542.28985881895
1180,37060000,16,16.044,17.994,3138.1585,2,37,Suwannee,2,3138.15854088864
1181,02500000,08,0.809,7.633,10982.7684,7,02,Citrus,7,10982.7684288466
1182,77000061,17,1.097,2.971,3020.5644,5,77,Seminole,5,3020.56435501087
1183,37570000,08,0,7.016,11292.0575,2,37,Suwannee,2,11292.0574958019
1184,70120000,14,0.082,0.506,682.5383,5,70,Brevard,5,682.538303844863
1185,14630000,16,7.395,8.781,2232.8061,7,14,Pasco,7,2232.80611787522
1186,77000401,18,0,0.17,266.857,5,77,Seminole,5,266.857028914997
1187,39500000,09,0,1.601,2578.446,2,39,Union,2,2578.44600600529
1188,87471000,12,38.763,40.15,2234.899,6,87,Miami-Dade,8,2234.89895132175
1189,14000160,18,0,2.256,3630.1083,7,14,Pasco,7,3630.10826890249
1190,01000036,17,0.174,0.916,1197.8244,1,01,Charlotte,1,1197.82442502415
1191,02000022,18,0,4.448,7154.7274,7,02,Citrus,7,7154.72736546832
1192,70160001,07,1.732,1.734,3.2188,5,70,Brevard,5,3.21882405745821
1193,02000064,18,0,0.7,1128.0026,7,02,Citrus,7,1128.00258877313
1194,77000017,18,1.7,2.963,2033.3899,5,77,Seminole,5,2033.38992683444
1195,70030000,14,0,12.438,20014.9847,5,70,Brevard,5,20014.9846708357
1196,14570200,18,0,0.077,134.735,7,14,Pasco,7,134.73503562046
1197,37000049,19,1.753,3.734,3188.0025,2,37,Suwannee,2,3188.00250800081
1198,77000330,19,0,1.942,3125.0598,5,77,Seminole,5,3125.05981349883
1199,38590004,08,0,0.496,796.6887,2,38,Taylor,2,796.688686993702
1200,77000228,17,0,1.005,1617.8013,5,77,Seminole,5,1617.80132911203
1201,14000112,17,0,4.78,7686.4823,7,14,Pasco,7,7686.48233302918
1202,01000004,17,0,0.793,1275.4927,1,01,Charlotte,1,1275.49270348999
1203,01900065,19,0,0.1,168.1982,1,01,Charlotte,1,168.198213807111
1204,14030018,17,0,1.976,3190.7308,7,14,Pasco,7,3190.73080246764
1205,15000017,16,0,2.011,3242.8667,7,15,Pinellas,7,3242.866713846
1206,02620000,18,4.439,9.187,7644.2955,7,02,Citrus,7,7644.29550615147
1207,70640501,17,0,0.494,799.4009,5,70,Brevard,5,799.400938045378
1208,46000016,19,0,0.647,1041.296,3,46,Bay,3,1041.29595403474
1209,14470000,12,0,19.865,31927.4343,7,14,Pasco,8,31927.4342874581
1210,01000587,19,0.256,0.464,337.9714,1,01,Charlotte,1,337.971432572095
1211,14000091,19,0,1.048,1687.6546,7,14,Pasco,7,1687.6545611945
1212,87260521,18,0.173,1.342,1904.0554,6,87,Miami-Dade,6,1904.05544064261
1213,01511000,17,4.884,5.073,304.2397,1,01,Charlotte,1,304.239661345263
1214,38040000,14,0.933,2.598,2680.8311,2,38,Taylor,2,2680.83106129656
1215,70120000,19,0,0.082,132.0114,5,70,Brevard,5,132.011405997273
1216,14660000,17,0,2.339,3766.3673,7,14,Pasco,7,3766.36730033475
1217,02000044,08,1.912,2.261,561.3011,7,02,Citrus,7,561.301066731493
1218,70508500,17,0,1.611,2593.0277,5,70,Brevard,5,2593.02773646343
1219,39520000,07,1.754,2.775,1643.4579,2,39,Union,2,1643.45788782135
1220,87502501,17,0,3,4854.996,6,87,Miami-Dade,6,4854.99596700737
1221,14000210,18,0,1.095,1771.0668,7,14,Pasco,7,1771.06677162512
1222,01000093,17,0,0.968,1559.9694,1,01,Charlotte,1,1559.96941998784
1223,02540000,18,0.161,1.782,2606.1788,7,02,Citrus,7,2606.17881166542
1224,14000080,16,3.826,3.891,104.5047,7,14,Pasco,7,104.504659569154
1225,02060000,07,0,4.031,6486.6791,7,02,Citrus,7,6486.67908976692
1226,77000056,17,0,3.781,6082.6763,5,77,Seminole,5,6082.67626329637
1227,37507000,17,0,1.067,1715.8781,2,37,Suwannee,2,1715.87813562617
1228,70017500,16,2.39,3.261,1402.1118,5,70,Brevard,5,1402.11176427785
1229,14570000,14,5.125,8.115,4821.8055,7,14,Pasco,7,4821.80547435902
1230,77000408,17,0,0.5,805.081,5,77,Seminole,5,805.080976294118
1231,70050001,17,0,0.228,373.5005,5,70,Brevard,5,373.500452914149
1232,14700000,07,0,5.277,8495.068,7,14,Pasco,7,8495.06799609634
1233,02520000,06,9.24,10.691,2333.8025,7,02,Citrus,7,2333.80250252234
1234,70520000,17,12.595,15.023,3911.2537,5,70,Brevard,5,3911.25366155272
1235,39621000,09,2.556,3.764,1943.4272,2,39,Union,2,1943.42724501689
1236,87504502,16,0,1.523,2450.7307,6,87,Miami-Dade,6,2450.7307110964
1237,14000189,17,0,2.3,3123.1158,7,14,Pasco,7,3123.11579485185
1238,01000092,17,0,2.576,4203.0156,1,01,Charlotte,1,4203.0155861287
1239,02000045,18,3.689,5.857,3488.2242,7,02,Citrus,7,3488.22416109921
1240,37080000,06,0,10.7,17215.7601,2,37,Suwannee,2,17215.760051038
1241,02500000,18,0,0.809,1302.0815,7,02,Citrus,7,1302.08151902728
1242,77000058,18,0,1.487,2377.9385,5,77,Seminole,5,2377.93847688239
1243,37540000,07,0,7.33,11800.4297,2,37,Suwannee,2,11800.4297020634
1244,46000042,18,0,1.196,1940.9037,3,46,Bay,3,1940.90371111915
1245,14510000,06,7.204,11.782,7357.0091,7,14,Pasco,7,7357.00912379734
1246,77000419,17,0,0.975,1568.258,5,77,Seminole,5,1568.25798930892
1247,38900009,09,0,0.795,1277.6647,2,38,Taylor,2,1277.66469879842
1248,77506500,18,0.64,1.369,1172.442,5,77,Seminole,5,1172.44198444584
1249,14000168,18,0,0.062,108.7401,7,14,Pasco,7,108.740099614834
1250,01000024,07,0.378,0.394,25.8783,1,01,Charlotte,1,25.8783016238807
1251,02000038,18,0,0.886,1435.3845,7,02,Citrus,7,1435.38453909181
1252,14050000,14,14.788,21.183,10288.6129,7,14,Pasco,7,10288.6128575886
1253,02000070,18,0,0.493,797.2444,7,02,Citrus,7,797.24438777238
1254,77000006,17,0,2.521,4071.272,5,77,Seminole,5,4071.27200137935
1255,46000003,19,0,0.398,657.0934,3,46,Bay,3,657.093435029211
1256,14140014,09,0,0.571,926.518,7,14,Pasco,7,926.517992415771
1257,01000565,17,0,2.095,3387.3145,1,01,Charlotte,1,3387.31446602294
1258,38503000,09,0,0.683,1099.4524,2,38,Taylor,2,1099.45241659189
1259,77000221,16,1.089,2.849,2833.4262,5,77,Seminole,5,2833.42618315773
1260,14000129,17,0.999,1.006,11.272,7,14,Pasco,7,11.271962417432
1261,01000024,17,0,0.378,611.6009,1,01,Charlotte,1,611.600924200769
1262,01530000,16,0,1.555,2503.574,1,01,Charlotte,1,2503.57398961172
1263,14000245,18,0,0.412,655.0135,7,14,Pasco,7,655.013456037307
1264,15000019,17,0,3.096,4971.4751,7,15,Pinellas,7,4971.47510696552
1265,02900002,18,0,0.388,626.4835,7,02,Citrus,7,626.483527271279
1266,71000030,18,0,2.909,4681.7263,2,71,Clay,2,4681.72626689374
1267,39515500,07,0,4.053,6537.7299,2,39,Union,2,6537.72989358704
1268,14000209,17,0,1.552,2490.3068,7,14,Pasco,7,2490.30684275772
1269,01000085,19,0,2.052,3299.5139,1,01,Charlotte,1,3299.51388170933
1270,14000081,16,0,7.418,11936.991,7,14,Pasco,7,11936.9909820569
1271,87270110,19,0,1.765,2843.9947,6,87,Miami-Dade,6,2843.99473930269
1272,01511000,17,0,1.136,1828.7524,1,01,Charlotte,1,1828.75241588231
1273,38040000,06,2.6,3.21,982.1895,2,38,Taylor,2,982.189506860935
1274,70100001,14,0,1.142,1834.2879,5,70,Brevard,5,1834.28787740311
1275,14610000,14,0,4.509,7242.6677,7,14,Pasco,7,7242.66770108686
1276,02512000,17,0,0.113,179.4677,7,02,Citrus,7,179.467748011494
1277,77002000,14,36.781,38.442,2578.6791,5,77,Seminole,5,2578.67913434312
1278,39020000,06,10.245,23.41,21176.5213,2,39,Union,2,21176.5213105752
1279,87550504,16,0,2.198,3544.8602,6,87,Miami-Dade,6,3544.86019584249
1280,14000154,18,0,2.004,3232.6706,7,14,Pasco,7,3232.67064412729
1281,01000065,17,0,1.953,3128.8118,1,01,Charlotte,1,3128.81176868651
1282,02000028,18,0,1.077,1732.3796,7,02,Citrus,7,1732.3795617389
1283,37503000,07,0,14.446,23232.8802,2,37,Suwannee,2,23232.8801999161
1284,37000054,19,0,0.131,208.2367,2,37,Suwannee,2,208.236705788758
1285,02100000,14,0,3.382,5445.1145,7,02,Citrus,7,5445.11450142852
1286,77000205,17,0,0.222,359.6481,5,77,Seminole,5,359.648124325877
1287,37900006,09,0,3.202,5147.4496,2,37,Suwannee,2,5147.44957520362
1288,70017500,16,0.572,2.39,2926.4231,5,70,Brevard,5,2926.42310038132
1289,14570002,14,0,1.66,2655.8666,7,14,Pasco,7,2655.86657637253
1290,37000041,08,0,1.012,1631.1455,2,37,Suwannee,2,1631.14550967886
1291,77000403,18,0,0.2,321.0143,5,77,Seminole,5,321.014318749871
1292,38550000,09,0,0.575,927.1941,2,38,Taylor,2,927.194115093552
1293,77520000,16,0,1.961,3150.627,5,77,Seminole,5,3150.62701118112
1294,14000119,17,0,1.406,2263.2201,7,14,Pasco,7,2263.22007834262
1295,87270700,19,0,0.438,706.3582,6,87,Miami-Dade,6,706.358152370789
1296,01560000,16,3.032,3.483,725.7283,1,01,Charlotte,1,725.728271257811
1297,14090000,14,9,9.312,501.9352,7,14,Pasco,7,501.9352238881
1298,02000073,17,0,0.566,907.1599,7,02,Citrus,7,907.159882780836
1299,77000019,18,0,1.008,1618.933,5,77,Seminole,5,1618.93303244279
1300,46000004,17,0,1.784,2883.7188,3,46,Bay,3,2883.71882545207
1301,14090001,19,0,0.469,757.4672,7,14,Pasco,7,757.467241852626
1302,01000501,09,0,3.291,5305.7223,1,01,Charlotte,1,5305.72226281729
1303,38070000,06,0.346,11.853,18542.6795,2,38,Taylor,2,18542.6794791024
1304,77000213,18,1.635,2.246,983.8385,5,77,Seminole,5,983.838455403112
1305,14000098,18,0,2.728,4376.6016,7,14,Pasco,7,4376.60161343808
1306,87260536,18,0,0.989,1617.8283,6,87,Miami-Dade,6,1617.8283461558
1307,01511000,16,5.949,5.998,84.9232,1,01,Charlotte,1,84.9232132583731
1308,14000231,18,0,2.116,3398.3271,7,14,Pasco,7,3398.32708717905
1309,15000005,17,0,2.369,3818.9707,7,15,Pinellas,7,3818.97067083705
1310,87900058,19,0,0.066,106.4278,6,87,Miami-Dade,6,106.427800648578
1311,47507001,09,0,1.74,2804.672,3,47,Calhoun,3,2804.67203769568
1312,71502000,17,0,1.768,2845.8338,2,71,Clay,2,2845.83379714866
1313,15010003,17,0,0.724,1161.8748,7,15,Pinellas,7,1161.87484173299
1314,03530000,16,4.444,8.573,6644.6135,1,03,Collier,1,6644.61346145989
1315,15000037,17,0.748,1,408.9952,7,15,Pinellas,7,408.995169412859
1316,15000451,14,0,1.747,2807.7528,7,15,Pinellas,7,2807.75277922525
1317,72000045,17,0,2.481,3993.7233,2,72,Duval,2,3993.72328250611
1318,04040000,04,15.876,31.77,25588.3667,1,04,Desoto,1,25588.3666618559
1319,46560006,17,0,4.451,7172.5332,3,46,Bay,3,7172.53321582029
1320,15000215,18,0,0.755,1209.8552,7,15,Pinellas,7,1209.85522173958
1321,87900024,19,0,0.319,511.0362,6,87,Miami-Dade,6,511.03620152447
1322,47000024,09,0.661,3.883,5188.4759,3,47,Calhoun,3,5188.47590822277
1323,15000132,19,0,0.521,840.1475,7,15,Pinellas,7,840.147466908386
1324,03505000,16,0,3.863,6214.4775,1,03,Collier,1,6214.47746356725
1325,04582000,17,3.086,3.173,137.9402,1,04,Desoto,1,137.940216856572
1326,15000340,18,0,1.224,1978.8133,7,15,Pinellas,7,1978.81333544254
1327,72000023,17,0.258,2.863,4187.3042,2,72,Duval,2,4187.30422695298
1328,46502000,19,3.883,4.923,1677.5615,3,46,Bay,3,1677.5615411554
1329,46900003,19,0,1.509,2437.6775,3,46,Bay,3,2437.67746820915
1330,15000060,17,0,2.6,4168.1627,7,15,Pinellas,7,4168.16269129968
1331,15000495,18,0,1.288,2081.7213,7,15,Pinellas,7,2081.72129269864
1332,03900014,19,0,0.362,583.4701,1,03,Collier,1,583.470141406607
1333,04020000,14,8.443,16.693,13261.9816,1,04,Desoto,1,13261.9815650208
1334,03000059,17,0,0.501,809.9494,1,03,Collier,1,809.949414557322
1335,15000331,17,0,0.503,806.8057,7,15,Pinellas,7,806.805683639657
1336,87900069,19,0,0.962,1550.1471,6,87,Miami-Dade,6,1550.14712365765
1337,71020000,14,0,14.365,23092.031,2,71,Clay,2,23092.0310064632
1338,46010003,16,0,0.074,118.0124,3,46,Bay,3,118.012408917625
1339,46000102,19,0,0.533,865.2329,3,46,Bay,3,865.232945185143
1340,03610000,17,0,3.543,5694.8946,1,03,Collier,1,5694.89460511662
1341,46590002,19,1.084,1.777,1130.6021,3,46,Bay,3,1130.60205266521
1342,04900062,19,0,0.457,740.262,1,04,Desoto,1,740.262004878475
1343,15000446,14,0,0.053,85.8191,7,15,Pinellas,7,85.8191163242725
1344,04000002,17,0,0.159,254.8458,1,04,Desoto,1,254.845759103042
1345,72000096,17,0,2.2,3534.4182,2,72,Duval,2,3534.41823960736
1346,03000041,17,0,1.014,1630.2118,1,03,Collier,1,1630.21177700526
1347,46630000,17,1.907,8.05,9926.457,3,46,Bay,3,9926.45696664932
1348,15000293,17,0,0.917,1473.856,7,15,Pinellas,7,1473.85598685598
1349,87900050,19,0,0.335,538.6617,6,87,Miami-Dade,6,538.661672450416
1350,47501007,09,0,1.79,2882.7593,3,47,Calhoun,3,2882.7592622374
1351,71502500,17,0,1.88,3026.3385,2,71,Clay,2,3026.33852883222
1352,15010102,14,0,0.423,674.0901,7,15,Pinellas,7,674.090121090108
1353,03580000,17,0,2.228,3595.8335,1,03,Collier,1,3595.83353429829
1354,04900015,19,0,1.128,1823.9987,1,04,Desoto,1,1823.99868365714
1355,15000408,17,0.378,1.017,1009.0945,7,15,Pinellas,7,1009.09448325798
1356,77070500,16,0,7.418,11949.5171,5,77,Seminole,5,11949.5170735498
1357,72000041,17,0,2.937,4706.3265,2,72,Duval,2,4706.32650950425
1358,04040000,14,11.897,15.876,6405.9172,1,04,Desoto,1,6405.91718633762
1359,46512000,19,0.08,3.101,4741.837,3,46,Bay,3,4741.83695349328
1360,15000186,14,0,6.246,10047.2864,7,15,Pinellas,7,10047.2864291498
1361,87900012,19,0,0.25,402.9337,6,87,Miami-Dade,6,402.933692017171
1362,47000010,09,0,1.626,2622.1566,3,47,Calhoun,3,2622.15656016748
1363,15000122,16,0,1.899,3048.1444,7,15,Pinellas,7,3048.14438890989
1364,15000146,16,1.753,5.772,6453.3544,7,15,Pinellas,7,6453.3543901132
1365,03509000,09,0,4.389,7061.5537,1,03,Collier,1,7061.55371281013
1366,03000302,17,1.152,1.52,589.9097,1,03,Collier,1,589.909714880704
1367,04504000,17,0,0.646,1037.5303,1,04,Desoto,1,1037.53032983158
1368,15000312,16,0.238,2.831,4173.2812,7,15,Pinellas,7,4173.2812322537
1369,72000035,17,0,1.719,2771.1923,2,72,Duval,2,2771.19227381485
1370,46110000,17,0,2.273,3668.9857,3,46,Bay,3,3668.98568978004
1371,46900026,19,0,0.996,1609.6251,3,46,Bay,3,1609.62507130669
1372,15000061,17,0,1.071,1736.1824,7,15,Pinellas,7,1736.18239684946
1373,15000485,18,0,0.505,822.6726,7,15,Pinellas,7,822.672573880865
1374,03900035,19,0,0.365,587.2362,1,03,Collier,1,587.236240101049
1375,03900078,17,0,0.702,1128.6843,1,03,Collier,1,1128.6843279505
1376,03000043,17,0,6.262,10080.4441,1,03,Collier,1,10080.4441284657
1377,15000279,17,0,0.905,1465.9048,7,15,Pinellas,7,1465.90477971592
1378,77060000,16,0,6.992,11252.283,5,77,Seminole,5,11252.2829664457
1379,71110000,06,8.733,22.844,22706.7803,2,71,Clay,2,22706.7802547733
1380,46020003,14,0,9.813,15775.5862,3,46,Bay,3,15775.5862041116
1381,46000085,19,0,0.984,1587.4525,3,46,Bay,3,1587.45254976238
1382,46000106,19,0,0.89,1437.4333,3,46,Bay,3,1437.43328683029
1383,15000329,18,0,0.386,625.0814,7,15,Pinellas,7,625.08141958496
1384,72000027,17,0,1.815,2930.5498,2,72,Duval,2,2930.54981440292
1385,46110001,17,2.243,3.09,1336.5407,3,46,Bay,3,1336.54067286592
1386,46900009,19,0,0.222,359.4172,3,46,Bay,3,359.41717593004
1387,15000057,17,0.252,0.428,283.2525,7,15,Pinellas,7,283.25253190812
1388,15000497,18,0,0.387,623.8253,7,15,Pinellas,7,623.825289939652
1389,03900038,19,0,0.551,887.607,1,03,Collier,1,887.607013297249
1390,04000017,17,0.249,0.631,611.7821,1,04,Desoto,1,611.782102059994
1391,03000340,19,2.56,3.383,1321.8399,1,03,Collier,1,1321.83994010298
1392,15000294,18,0,0.109,171.5114,7,15,Pinellas,7,171.511449063199
1393,87900071,19,0,0.182,291.417,6,87,Miami-Dade,6,291.417040882431
1394,47514000,09,0,1.867,3006.4933,3,47,Calhoun,3,3006.49331610837
1395,46050000,04,0,25.871,41673.3795,3,46,Bay,3,41673.3795180597
1396,46000084,19,0,0.128,206.0537,3,46,Bay,3,206.05371682352
1397,03600000,07,0,3.736,6009.2058,1,03,Collier,1,6009.20581321917
1398,46600000,16,1.341,2.598,2020.5613,3,46,Bay,3,2020.56133300861
1399,15000034,17,0,1.66,2657.2624,7,15,Pinellas,7,2657.26238498323
1400,15000445,18,0,4.141,6656.8518,7,15,Pinellas,7,6656.85182678522
1401,03900054,19,0,0.134,219.9679,1,03,Collier,1,219.967853917486
1402,72000078,17,0,2.196,3552.7844,2,72,Duval,2,3552.78443707251
1403,03000054,17,1.758,3.215,2350.1472,1,03,Collier,1,2350.14717990646
1404,46590002,19,0,0.903,1473.2755,3,46,Bay,3,1473.27547579079
1405,15000251,17,0,1.17,1891.2037,7,15,Pinellas,7,1891.20366818059
1406,87900043,19,0,0.542,877.7614,6,87,Miami-Dade,6,877.761417474865
1407,47501001,09,0,0.724,1171.7182,3,47,Calhoun,3,1171.71821187097
1408,71511000,19,0,0.74,1193.0389,2,71,Clay,2,1193.03886153701
1409,15004503,18,0,0.729,1176.1726,7,15,Pinellas,7,1176.17256472108
1410,03550000,17,2.825,3.825,1611.5294,1,03,Collier,1,1611.52939102492
1411,04900002,19,0,0.8,1290.3343,1,04,Desoto,1,1290.33425378543
1412,15000338,17,0,0.891,1436.1142,7,15,Pinellas,7,1436.11422989301
1413,72000072,17,0,1.884,3036.0637,2,72,Duval,2,3036.06369452815
1414,87900191,19,0,0.389,629.9877,6,87,Miami-Dade,6,629.987669260543
1415,46531000,17,0,2.837,4577.3868,3,46,Bay,3,4577.38676670819
1416,15000163,19,3.009,4.514,2420.2302,7,15,Pinellas,7,2420.23016498802
1417,87900003,19,0,0.08,125.5611,6,87,Miami-Dade,6,125.561147380235
1418,46900032,19,0,0.739,1197.1169,3,46,Bay,3,1197.11688510094
1419,15000119,16,0,1.42,2284.3338,7,15,Pinellas,7,2284.33377181379
1420,03900047,19,0,0.058,93.1653,1,03,Collier,1,93.1653009065175
1421,03040000,04,0,32.308,51938.5302,1,03,Collier,1,51938.5302485132
1422,03000301,17,1.152,1.52,587.1837,1,03,Collier,1,587.183663697022
1423,46000121,19,0,0.756,1217.2398,3,46,Bay,3,1217.23979685748
1424,15000316,18,4.148,4.524,604.5334,7,15,Pinellas,7,604.533352300348
1425,87900077,19,0,0.073,116.284,6,87,Miami-Dade,6,116.283994365237
1426,72000023,17,0,0.215,345.6492,2,72,Duval,2,345.649209505401
1427,46509001,19,0,0.26,415.3637,3,46,Bay,3,415.363651815432
1428,46655002,17,0.007,1.01,1584.1682,3,46,Bay,3,1584.16822052794
1429,15000064,19,0,0.5,805.7252,7,15,Pinellas,7,805.725203661727
1430,15000492,18,0,0.651,1046.3266,7,15,Pinellas,7,1046.32659825458
1431,03900019,19,0,0.344,553.8576,1,03,Collier,1,553.857597771111
1432,04000007,17,0,1.19,1852.2662,1,04,Desoto,1,1852.26616250727
1433,03000056,17,0,9.887,15921.032,1,03,Collier,1,15921.0320390764
1434,15000297,18,0,0.255,407.8886,7,15,Pinellas,7,407.888637185926
1435,87900045,19,0,0.067,109.5352,6,87,Miami-Dade,6,109.535191841968
1436,71110000,06,0,0.833,1340.4743,2,71,Clay,2,1340.47429379865
1437,46090000,04,1.49,14.348,20756.0971,3,46,Bay,3,20756.0970511557
1438,46000082,09,0,3.432,5547.6017,3,46,Bay,3,5547.60169232563
1439,03513000,17,0,3.096,4982.3616,1,03,Collier,1,4982.3616495228
1440,04900023,09,0,2.452,3942.5409,1,04,Desoto,1,3942.54085255398
1441,15000461,17,0,1.037,1670.5549,7,15,Pinellas,7,1670.55490244012
1442,72000076,17,0,1.8,2902.9072,2,72,Duval,2,2902.90718962129
1443,87900176,19,0,0.25,401.7742,6,87,Miami-Dade,6,401.774198856566
1444,46560500,19,0,0.127,212.162,3,46,Bay,3,212.161950006649
1445,15000260,16,1.257,1.757,806.7121,7,15,Pinellas,7,806.712129352796
1446,87900009,19,0,0.26,410.9056,6,87,Miami-Dade,6,410.905565365674
1447,47501100,09,0,0.095,154.7325,3,47,Calhoun,3,154.732503964058
1448,46010000,14,0,1.106,1784.0393,3,46,Bay,3,1784.03929347284
1449,15036001,17,0,0.467,747.4137,7,15,Pinellas,7,747.413706858493
1450,03060000,06,5.023,11.451,10343.6145,1,03,Collier,1,10343.6144855804
1451,04900017,09,0,2.252,3624.8701,1,04,Desoto,1,3624.87009732527
1452,15000404,17,0,0.439,707.4691,7,15,Pinellas,7,707.469135182288
1453,03590000,14,0,8.191,13182.6667,1,03,Collier,1,13182.6666954815
1454,15000036,17,0,1.39,2243.1299,7,15,Pinellas,7,2243.12986195746
1455,15000429,17,0,0.829,1340.002,7,15,Pinellas,7,1340.00202293019
1456,87900174,19,0,0.232,372.529,6,87,Miami-Dade,6,372.528976037175
1457,46600000,16,0,1.341,2155.639,3,46,Bay,3,2155.63901288974
1458,15000183,17,0,2.816,4524.2455,7,15,Pinellas,7,4524.24553560404
1459,87900054,19,0,0.675,1091.4991,6,87,Miami-Dade,6,1091.49912085438
1460,47040000,07,15.795,25.062,14950.7405,3,47,Calhoun,3,14950.7404808318
1461,71513001,19,0,0.544,874.7196,2,71,Clay,2,874.719599624658
1462,15010000,16,17.066,21.038,6391.1566,7,15,Pinellas,7,6391.15664481729
1463,03510100,17,4.283,5.771,2406.2166,1,03,Collier,1,2406.21658983396
1464,04560000,07,0.452,5.047,7394.4392,1,04,Desoto,1,7394.43919811575
1465,15000423,19,0,0.246,396.3904,7,15,Pinellas,7,396.390400541562
1466,72000053,17,0,1.821,2905.6845,2,72,Duval,2,2905.68448163188
1467,46560005,19,0,0.591,968.3049,3,46,Bay,3,968.304896453928
1468,87900018,19,0,0.5,803.7384,6,87,Miami-Dade,6,803.738359611641
1469,46900033,19,0,0.99,1609.8373,3,46,Bay,3,1609.83731604088
1470,15000117,16,0,1.58,2541.1411,7,15,Pinellas,7,2541.14110281113
1471,15000146,17,0,1.753,2814.8742,7,15,Pinellas,7,2814.87422677362
1472,03000303,17,0,0.367,591.7406,1,03,Collier,1,591.740592273077
1473,46000116,19,0,0.942,1516.6154,3,46,Bay,3,1516.61540286426
1474,15000307,16,0,0.524,838.1207,7,15,Pinellas,7,838.120693019607
1475,77040000,04,6.48,16.1,15465.8197,5,77,Seminole,5,15465.8196578197
1476,71120000,07,17.356,20.385,4875.9944,2,71,Clay,2,4875.9943557008
1477,46506000,17,0.625,7.852,11654.4614,3,46,Bay,3,11654.4613608118
1478,04510000,07,0,7.576,12329.6368,1,04,Desoto,1,12329.6368485491
1479,46900012,19,0,0.485,784.6803,3,46,Bay,3,784.680276097173
1480,15000069,17,0,0.834,1342.4767,7,15,Pinellas,7,1342.47674182827
1481,15000506,18,0,0.598,959.7021,7,15,Pinellas,7,959.702128331735
1482,03900013,19,0,0.15,242.2086,1,03,Collier,1,242.208574347995
1483,04000006,17,0,1.992,3205.0283,1,04,Desoto,1,3205.02829794023
1484,72000077,17,0,0.634,1016.8808,2,72,Duval,2,1016.88078178981
1485,03000029,18,0,2.1,3368.3392,1,03,Collier,1,3368.33923582097
1486,15000277,19,0.503,0.696,311.0604,7,15,Pinellas,7,311.060412701436
1487,87900062,19,0,0.099,157.7723,6,87,Miami-Dade,6,157.772273925172
1488,71100000,04,2.158,3.001,1361.4244,2,71,Clay,2,1361.42437844761
1489,46080000,06,4.705,13.681,14476.5633,3,46,Bay,3,14476.5633325268
1490,46000094,09,0,0.246,403.0931,3,46,Bay,3,403.093083526025
1491,03540000,08,0,4.7,7533.0522,1,03,Collier,1,7533.05217584953
1492,04900060,19,0,0.347,561.0903,1,04,Desoto,1,561.090303740049
1493,15000444,17,0,0.751,1207.8752,7,15,Pinellas,7,1207.87521425363
1494,77120001,14,0,1.795,2850.7908,5,77,Seminole,5,2850.79079403656
1495,72000065,17,0,1.554,2501.9943,2,72,Duval,2,2501.99426118224
1496,87900177,19,0,0.25,401.9212,6,87,Miami-Dade,6,401.921154829924
1497,46528000,19,0,1.767,2843.3921,3,46,Bay,3,2843.39214567259
1498,15000254,16,0,2.502,4025.6665,7,15,Pinellas,7,4025.66650099117
1499,87674507,16,0,2.896,4652.6217,6,87,Miami-Dade,6,4652.62166522911
1500,47510000,09,0,4.032,6501.5013,3,47,Calhoun,3,6501.50134168352
1501,15020000,16,1.126,15.225,22673.419,7,15,Pinellas,7,22673.4190310919
1502,03020000,07,1.59,8.512,11154.2418,1,03,Collier,1,11154.2417819113
1503,04900005,19,0,1.086,1745.7316,1,04,Desoto,1,1745.73163732634
1504,15000413,17,0,1.029,1662.2539,7,15,Pinellas,7,1662.25394265636
1505,71120000,17,9.079,17.356,13323.7954,2,71,Clay,2,13323.7953811674
1506,46160102,14,0,0.296,474.0242,3,46,Bay,3,474.024215282151
1507,47000006,09,0,2.314,3730.9234,3,47,Calhoun,3,3730.92344915627
1508,15000089,17,0,1.478,2377.6099,7,15,Pinellas,7,2377.60990870472
1509,15000508,18,0,0.511,820.0821,7,15,Pinellas,7,820.082131173181
1510,15000173,17,0,2.255,3618.5042,7,15,Pinellas,7,3618.50418276012
1511,04020102,04,2.699,6.971,6886.6464,1,04,Desoto,1,6886.64643953933
1512,03000302,17,0,1.152,1846.8438,1,03,Collier,1,1846.8437723777
1513,15000332,17,0,0.421,670.2739,7,15,Pinellas,7,670.273906293359
1514,87900072,19,0,0.182,290.9774,6,87,Miami-Dade,6,290.977421196632
