FID,RDWYID,SIDE,VALUE_,EFFDATE,CNTLRDES,MAINTAGC,SDESTRET,SIGNALID,SIGNALNC,SIGSTRCT,TYPECABL,SEC_STAT,BEGPT,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,x,y
3170,27010000,C,02,01-JAN-1990,N/A,BAKER COUNTY,WILDCAT DR,N/A,N/A,01,N/A,ON,19.093,2,27,Baker,2,388966.9945,3350114.8064
3171,87055000,C,02,N/A,N/A,MIAMI DADE,SW 117 AVE,4568,N/A,N/A,N/A,ON,1.018,6,87,Miami-Dade,6,561984.5634,2842675.3429
3172,77080000,C,02,25-NOV-1985,SR 436,SEMINOLE COUNTY,HOWELL BRANCH RD,77134,N/A,03,02,ON,10.478,5,77,Seminole,5,469121.3604,3166514.7469
3173,36050000,C,02,27-MAY-2025,SR 35(US 301),MARION COUNTY,SE 147TH ST,36060,N/A,03,02,ON,3.35,5,36,Marion,5,398578.490100001,3209400.7768
3174,75003000,C,02,04-MAR-1991,SR 436(SEMORAN BV),ORLANDO,GATLIN AV,75028,N/A,03,02,ON,3.063,5,75,Orange,5,469646.911900001,3152110.8237
3175,75002000,C,02,21-JUN-1990,SR 482(SAND LAKE RD),ORANGE COUNTY,VOLTAIRE DR,75014,N/A,03,02,ON,5.391,5,75,Orange,5,462017.408,3147197.4827
3176,46010002,C,02,N/A,N/A,PANAMA CITY BEACH,CLARENCE AVENUE,016,N/A,03,N/A,ON,3.026,3,46,Bay,3,37285.9098000005,3348618.3632
3177,77300005,C,02,15-DEC-2011,417,SEMINOLE COUNTY,INTERNATIONAL PKWY,77177,N/A,01,02,EXCLUSIVE,0.291,5,77,Seminole,5,465434.910800001,3185392.1656
3178,13160000,C,02,N/A,SR 70 / 53RD AVE E,MANATEE,NATALIE WAY,529,N/A,01,N/A,ON,3.31,1,13,Manatee,1,352456.6629,3036760.3794
3179,72100000,C,02,15-JUL-2009,N/A,JACKSONVILLE,OSCEOLA ST/ 25TH AVE,N/A,N/A,01,N/A,ON,19.497,2,72,Duval,2,462625.329000001,3348490.3617
3180,87170000,C,02,N/A,N/A,MIAMI-DADE,NE 15 AV,2014,N/A,01,N/A,ON,2.689,6,87,Miami-Dade,6,583119.963200001,2867710.0986
3181,72130000,C,02,11-MAY-1993,N/A,JACKSONVILLE,I-95 SB OFF RAMP,N/A,N/A,03,N/A,ON,0.035,2,72,Duval,2,435636.1486,3359406.5639
3182,57040000,C,02,N/A,N/A,OKALOOSA CTY FW BEAC,MARINER PLAZA HWYAVE,005,N/A,01,N/A,ON,2.092,3,57,Okaloosa,3,-38762.6848999998,3379765.9393
3183,75080000,C,02,25-NOV-1985,SR 15(CONWAY RD),ORLANDO,SR15(LK UNDERHILL RD,75319,N/A,03,02,ON,16.79,5,75,Orange,5,467535.451900001,3156782.3119
3184,17120000,C,02,N/A,SR 683/US301/WASHING,SARASOTA,DESOTO RD / CR 778,984,N/A,01,N/A,ON,3.648,1,17,Sarasota,1,348627.296000002,3029583.0131
3185,15230000,C,02,10-DEC-1982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.941,7,15,Pinellas,7,329696.960700001,3073417.0638
3186,72160000,C,02,11-JAN-1985,N/A,JACKSONVILLE,PALL MALL DR,N/A,N/A,01,N/A,ON,4.679,2,72,Duval,2,440308.4345,3340985.1364
3187,75080000,C,02,29-JUN-1992,SR 15(CONWAY RD),ORLANDO,MICHIGAN ST,75317,N/A,01,N/A,ON,15.121,5,75,Orange,5,467621.8773,3154170.3799
3188,26005000,C,02,11-JUN-1987,N/A,CITY OF GAINESVILLE,NE 2ND ST,N/A,N/A,03,N/A,ON,7.66,2,26,Alachua,2,372066.3767,3284985.3605
3189,86170000,C,05,N/A,N/A,N/A,SOUTH OF NE 11 ST,N/A,N/A,01,N/A,ON,0.085,4,86,Broward,4,585921.923800001,2891268.9604
3190,72010000,C,02,12-DEC-1989,N/A,JACKSONVILLE,DAVIS STREET,N/A,N/A,01,N/A,ON,21.046,2,72,Duval,2,435836.208100002,3355971.5265
3191,86170000,C,02,26-MAR-1984,N/A,N/A,NW 15 ST,1357,N/A,01,N/A,OFF,7.967,4,86,Broward,4,587685.895799999,2903234.0616
3192,72014000,C,02,15-AUG-1990,N/A,JACKSONVILLE,SR 212/US 90A/BEACH,N/A,N/A,03,N/A,ON,4.005,2,72,Duval,2,442119.262,3351365.0273
3193,79030000,C,02,25-NOV-1985,SR5(US1-RIDGEWOOD),VOLUSIA COUNTY,CR 4018(FLOMICH ST),79048,N/A,03,02,ON,3.404,5,79,Volusia,5,495461.945900001,3236299.9059
3194,36180001,C,N/A,N/A,SR 326,MARION COUNTY,SR25/200(US301/441),N/A,02,N/A,N/A,ON,1.674,5,36,Marion,5,388067.5056,3237289.2762
3195,72080101,C,02,18-FEB-1989,N/A,JACKSONVILLE,HOGAN ST,N/A,N/A,01,N/A,ON,0.858,2,72,Duval,2,436664.3839,3355848.7786
3196,91020000,C,05,N/A,SR 15/US 441/PARROT,OKEECHOBEE,N HIGH SCHOOL ENT,997,N/A,01,N/A,ON,4.862,1,91,Okeechobee,1,516837.8144,3016221.7935
3197,36220000,C,02,01-JAN-1950,SR 500(US 27/441),BELLEVIEW,SR35(US301/BABB ST),36150,N/A,03,02,ON,8.571,5,36,Marion,5,397788.484100001,3214892.0932
3198,14090000,C,02,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,0,7,14,Pasco,7,356129.568100002,3119302.9199
3199,87260298,C,02,N/A,N/A,MIAMI-DADE,W 60 ST/NW 114 ST,5914,N/A,01,N/A,ON,0.718,6,87,Miami-Dade,6,567830.4747,2862237.8492
3200,16180000,C,02,03-DEC-2008,SR 25 / US 27,LAKE WALES,W CENTRAL AVE,737,N/A,01,N/A,ON,0.211,1,16,Polk,1,440965.983000001,3086344.249
3201,10190183,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.164,7,10,Hillsborough,7,356025.294200001,3093266.7975
3202,72160000,C,02,08-APR-1987,N/A,JACKSONVILLE,MANDARIN RD,N/A,N/A,03,N/A,ON,2.307,2,72,Duval,2,439180.131900002,3337476.083
3203,87044000,C,02,N/A,N/A,MIAMI-DADE,SW 84 AV,4508,N/A,01,N/A,ON,3.393,6,87,Miami-Dade,6,567024.9224,2846300.6993
3204,74030000,C,02,24-JUL-2004,N/A,NASSAU COUNTY,RAY G BOOTH/RATLIFF,N/A,N/A,03,N/A,ON,0.332,2,74,Nassau,2,423895.960700001,3375655.6345
3205,87019000,C,02,N/A,N/A,MIAMI-DADE,NW 160 ST,3251,N/A,01,N/A,ON,1.313,6,87,Miami-Dade,6,575672.4979,2867066.9079
3206,78002900,C,02,12-JUN-2003,N/A,ST. JOHNS COUNTY,COBBLESTONE VILLAGE,N/A,N/A,01,N/A,ON,0.533,2,78,St. Johns,2,468039.3705,3304139.4082
3207,86230000,C,02,N/A,N/A,N/A,I 95 NB RAMP,N/A,N/A,01,N/A,ON,2.774,4,86,Broward,4,583655.751300001,2879628.6723
3208,93200000,C,04,N/A,N/A,N/A,NE 1 ST,N/A,N/A,03,02,ON,8.88,4,93,Palm Beach,4,593422.259399999,2934600.8778
3209,94060000,C,02,01-JAN-1987,N/A,N/A,OLD DIXIE HWY,19,N/A,01,N/A,ON,0.109,4,94,St. Lucie,4,565990.7633,3038690.634
3210,74030000,C,01,08-JAN-1988,N/A,HILLIARD,HENRY SMITH RD,N/A,N/A,N/A,N/A,ON,14.173,2,74,Nassau,2,413375.404600001,3394035.7179
3211,13121000,C,02,N/A,SR 683/US 301/15TH S,MANATEE,9TH ST E,495,N/A,01,N/A,ON,7.077,1,13,Manatee,1,346380.2959,3040558.2275
3212,11070000,C,02,20-JUN-2000,SR 50,LAKE COUNTY,GREATER HILLS BL,11087,N/A,03,02,ON,16.398,5,11,Lake,5,432024.253000001,3157940.722
3213,34010101,C,02,19-MAR-2002,N/A,CITY OF CHIEFLAND,SR 500 (US ALT 27),N/A,N/A,01,N/A,ON,0,2,34,Levy,2,319698.010500001,3263285.8889
3214,87120000,C,02,N/A,N/A,MIAMI-DADE,ON RAMP SR 826 SB,5425,N/A,01,N/A,ON,9.865,6,87,Miami-Dade,6,567884.2865,2849524.5433
3215,87002000,C,02,12-JUN-2006,N/A,MIAMI-DADE,NW 195 DR,6428,N/A,01,N/A,ON,8.404,6,87,Miami-Dade,6,570647.3467,2870534.1769
3216,72070000,C,02,16-JUN-2004,N/A,JACKSONVILLE,FREEDOM CROSSING TRL,N/A,N/A,01,N/A,ON,9.734,2,72,Duval,2,444002.655900001,3342643.2777
3217,75060000,C,02,25-NOV-1985,SR 50(COLONIAL DR),ORLANDO,SHINE AV,75275,N/A,03,02,ON,2.002,5,75,Orange,5,464519.4501,3158532.5024
3218,27030000,C,02,20-NOV-2001,N/A,CITY OF MACCLENNY,CR 228/23B,N/A,N/A,03,N/A,ON,11.986,2,27,Baker,2,391715.264900001,3352482.3492
3219,17075043,C,02,N/A,SR 93 / SB OFF RAMP,SARASOTA,LAUREL RD SB OFF,970,N/A,01,N/A,EXCLUSIVE,0.27,1,17,Sarasota,1,360072.688000001,3002468.3168
3220,10150000,C,04,N/A,N/A,TAMPA,MACDILL,N/A,N/A,N/A,N/A,ON,10.311,7,10,Hillsborough,7,353225.219200001,3097671.048
3221,15040000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,0.185,7,15,Pinellas,7,323248.4131,3094692.8643
3222,15590001,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,0.503,7,15,Pinellas,7,335349.029200001,3075275.316
3223,75270000,C,02,25-NOV-1985,SR 435(KIRKMAN RD),ORLANDO,INTERNATIONAL DR,75419,N/A,03,02,ON,0.886,5,75,Orange,5,455109.627700001,3148463.6423
3224,87053003,C,02,N/A,N/A,MIAMI-DADE,W 16 AVE,2200,N/A,01,N/A,ON,0.953,6,87,Miami-Dade,6,578078.336599999,2850809.2096
3225,86100000,C,02,20-OCT-1970,N/A,N/A,NW 19 ST,2061,N/A,01,N/A,ON,12.315,4,86,Broward,4,579684.1074,2892603.2161
3226,10330000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,3.15,7,10,Hillsborough,7,363000.316000001,3099161.9526
3227,87260524,C,02,N/A,N/A,MIAMI-DADE,NW 78 AVE,4623,N/A,01,N/A,ON,1.099,6,87,Miami-Dade,6,567556.9997,2867815.2504
3228,10330000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,6.169,7,10,Hillsborough,7,363044.359500001,3104011.5996
3229,94005000,C,05,N/A,N/A,N/A,W OF AVENUE S,N/A,N/A,01,N/A,ON,3.866,4,94,St. Lucie,4,564256.927400001,3038366.7695
3230,87140000,C,02,N/A,N/A,MIAMI-DADE,NW 32 ST,4878,N/A,01,N/A,ON,2.818,6,87,Miami-Dade,6,579451.837600001,2854476.1843
3231,46020000,C,04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,10.89,3,46,Bay,3,55828.4779000022,3342288.7827
3232,70060000,C,02,01-JAN-1950,SR A1A,SATELLITE BEACH,JACKSON AV,70154,N/A,03,02,ON,24.038,5,70,Brevard,5,540023.3839,3117580.683
3233,48080000,C,02,N/A,N/A,ESCAMBIA COUNTY,CR298A JACKSON ST.,062,N/A,01,N/A,ON,3.042,3,48,Escambia,3,-103302.5752,3381863.639
3234,79110006,C,02,26-JUN-1985,SR 400(I-4 EB RAMPS),VOLUSIA COUNTY,CR 4162(DIRKSEN DR),79185,N/A,03,02,EXCLUSIVE,0.279,5,79,Volusia,5,472557.7139,3193891.7875
3235,15150000,C,02,14-OCT-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,6.883,7,15,Pinellas,7,334562.774700001,3076897.8531
3236,87027000,C,N/A,N/A,N/A,MIAMI-DADE,NW 74 ST CONN,3975,02,01,N/A,ON,5.369,6,87,Miami-Dade,6,568736.294799999,2858164.1413
3237,26003000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,"CR 329, N. MAIN ST.",N/A,N/A,03,N/A,ON,1.062,2,26,Alachua,2,372128.715800001,3283379.9883
3238,03010000,C,02,N/A,US 41/TAMIAMI TRAIL,COLLIER,COMMERCIAL DR/PALM S,101,N/A,01,N/A,ON,13.208,1,03,Collier,1,422177.705100001,2890898.4495
3239,70180000,C,02,10-DEC-1990,SR 514(MALABAR RD),BREVARD COUNTY,I-95 SB RAMPS,70261,N/A,01,N/A,ON,2.513,5,70,Brevard,5,536227.527200001,3097088.5294
3240,87038000,C,05,N/A,N/A,MIAMI-DADE,N/A,4626,N/A,01,N/A,ON,7.989,6,87,Miami-Dade,6,578843.228600002,2861417.9433
3241,87001000,C,02,N/A,N/A,MIAMI-DADE,SR 826 OFF RAMP,3668,N/A,01,N/A,ON,10.219,6,87,Miami-Dade,6,568609.634500001,2841364.1876
3242,77080000,C,02,25-NOV-1985,SR 436(ALTAMONTE DR),ALTAMONTE SPRINGS,NORTHLAKE BV,77112,N/A,01,N/A,ON,4.753,5,77,Seminole,5,462453.655600002,3170588.5727
3243,93004000,C,02,N/A,N/A,N/A,ENCINA LN,N/A,N/A,03,02,ON,2.71,4,93,Palm Beach,4,583817.542800002,2916773.0996
3244,87020000,C,02,N/A,N/A,MIAMI-DADE,SW 168 ST,2956,N/A,01,N/A,ON,15.171,6,87,Miami-Dade,6,565606.2337,2833105.4173
3245,55090003,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,4.421,3,55,Leon,3,184769.066,3371742.051
3246,86040000,C,02,30-AUG-1995,N/A,N/A,SW 184 AVE,3429,N/A,03,02,ON,2.486,4,86,Broward,4,560804.051200001,2876661.6233
3247,87090000,C,02,N/A,N/A,MIAMI-DADE,NW 2 AV,2048,N/A,01,N/A,ON,19.066,6,87,Miami-Dade,6,580292.3186,2854923.9047
3248,87001000,C,N/A,N/A,N/A,MIAMI-DADE,SR 825/SW 137 AVE,3842,02,01,N/A,ON,3.962,6,87,Miami-Dade,6,558542.3961,2840959.8327
3249,72012000,C,02,26-JAN-1995,N/A,JACKSONVILLE,SR 208/WILSON BLVD,N/A,N/A,01,N/A,ON,0,2,72,Duval,2,427241.467300001,3348955.4165
3250,10140000,C,02,24-DEC-1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.995,7,10,Hillsborough,7,347348.950300001,3094578.0706
3251,93026000,C,02,N/A,N/A,N/A,CANARY PALM DR,N/A,N/A,01,N/A,OFF,0.843,4,93,Palm Beach,4,584454.6067,2913645.4385
3252,87030000,C,02,N/A,N/A,MIAMI-DADE,NE 21 ST,4836,N/A,01,N/A,ON,12.542,6,87,Miami-Dade,6,581298.664300001,2853463.3206
3253,55170001,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.417,3,55,Leon,3,181735.273,3361934.6408
3254,16331000,C,02,15-JUL-1986,SR 700 / LK PARKER A,LAKELAND,PARKER ST,832,N/A,01,N/A,ON,0.9,1,16,Polk,1,407541.053600002,3103266.1378
3255,59100000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,4.427,3,59,Wakulla,3,176495.0351,3352757.1452
3256,76110000,C,01,31-OCT-1992,N/A,PUTNAM COUNTY,CORAL FARMS RD,N/A,N/A,N/A,N/A,ON,6.286,2,76,Putnam,2,414160.065900001,3289478.2446
3257,17010000,C,02,N/A,SR 45 /US 41/TAMIAMI,VENICE,SAN MARCO DR,871,N/A,01,N/A,ON,16.394,1,17,Sarasota,1,356889.1691,2997106.4068
3258,46010000,C,02,N/A,N/A,PANAMA CITY BEACH,CR 3035 ARGONAUT ST.,010,N/A,01,N/A,ON,10.214,3,46,Bay,3,32855.9682999998,3351084.195
3259,13010000,C,02,10-DEC-1987,SR 45/US B 41/14 TH,BRADENTON,8TH AVE W,408,N/A,01,N/A,ON,7.388,1,13,Manatee,1,344448.483300002,3042019.9882
3260,46080000,C,02,N/A,N/A,BAY COUNTY,CR 2323 (BERTHE AVE),029,N/A,01,N/A,ON,2.571,3,46,Bay,3,59271.8696999997,3344580.4949
3261,87053000,C,02,N/A,N/A,MIAMI-DADE,W 2 AVE,2302,N/A,01,N/A,ON,8.68,6,87,Miami-Dade,6,580497.948100002,2850905.7351
3262,75020000,C,02,01-JAN-1950,SR 500(US 441-OBT),APOPKA,SR 424(CENTRAL AV),75129,N/A,01,N/A,ON,11.533,5,75,Orange,5,450021.7301,3171878.6131
3263,01010000,C,02,30-JAN-1986,US 41/TAMIAMI TRAIL,CHARLOTTE,PORT CHARLOTTE BLVD,20,N/A,03,02,ON,18.918,1,01,Charlotte,1,390161.580500001,2985586.5247
3264,78020000,C,02,20-JUN-2002,N/A,ST. JOHNS COUNTY,CR 16A/LEWIS SPEEDWY,N/A,N/A,01,N/A,ON,1.776,2,78,St. Johns,2,467671.461300001,3312233.2456
3265,79030000,C,02,13-FEB-2008,SR5(US1-YONGE ST),VOLUSIA COUNTY,DESTINATION DAYTONA,79058,N/A,01,N/A,ON,11.484,5,79,Volusia,5,486829.2263,3245595.7628
3266,79080000,C,02,25-NOV-1985,SR A1A(ATLANTIC AV),DAYTONA BEACH,ORA ST,79159,N/A,01,N/A,ON,2.123,5,79,Volusia,5,498986.390600001,3233633.5248
3267,72150000,C,02,30-JUN-1983,N/A,JACKSONVILLE,SOUTEL DR,N/A,N/A,01,N/A,ON,4.124,2,72,Duval,2,433894.004900001,3364359.8281
3268,31050000,C,01,24-DEC-1991,N/A,GILCHRIST COUNTY,CR 340,N/A,N/A,N/A,N/A,ON,14.521,2,31,Gilchrist,2,331724.671700001,3298995.5843
3269,53090000,C,02,N/A,N/A,TOWN OF MALONE,SR 2,001,N/A,03,N/A,ON,13.767,3,53,Jackson,3,102298.735500001,3432331.9293
3270,86040000,C,02,27-JAN-1999,N/A,N/A,WESTFORK PLAZA WAY,3471,N/A,03,02,ON,4.73,4,86,Broward,4,564413.302900001,2876683.9014
3271,12060000,C,02,N/A,SR 78 / BAYSHORE RD,LEE,EVALENA LANE/OLD BRI,359,N/A,01,N/A,ON,16.38,1,12,Lee,1,412910.212500001,2951659.6329
3272,12010000,C,02,N/A,SR 45/US 41/ CLEVELA,LEE,SOUTH ST/LLEWELLYN,295,N/A,03,02,ON,22.798,1,12,Lee,1,413157.5978,2945736.3012
3273,87016000,C,02,N/A,N/A,MIAMI-DADE,SR A1A/COLLINS AV,2677,N/A,01,N/A,ON,0.814,6,87,Miami-Dade,6,587909.2496,2855278.7502
3274,48270053,C,01,N/A,N/A,ESCAMBIA COUNTY,AIRPORT BLVD.,145,N/A,01,N/A,EXCLUSIVE,0.226,3,48,Escambia,3,-98467.1938999994,3388657.9631
3275,93120000,C,02,17-MAR-1998,N/A,N/A,BINKS FOREST DR/B RD,30718,N/A,03,02,ON,6.214,4,93,Palm Beach,4,570511.5967,2951512.7152
3276,74020000,C,02,30-JUL-1980,N/A,NASSAU COUNTY,SR 200/A1A,N/A,N/A,03,N/A,ON,4.037,2,74,Nassau,2,442384.559500002,3388983.6328
3277,75200000,C,02,27-MAY-2008,SR 551(GOLDENROD RD),ORANGE COUNTY,LIVERPOOL BV,75378,N/A,03,02,ON,6.931,5,75,Orange,5,472018.445800001,3160994.495
3278,53030000,C,04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,9.271,3,53,Jackson,3,79175.2539000008,3403932.6195
3279,91090000,C,N/A,N/A,SR 700 / US 98,OKEECHOBEE,SR 70 / SR 700 / US,1004,02,01,N/A,ON,17.727,1,91,Okeechobee,1,514948.3126,3013420.7516
3280,26020000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,N. 2ND AVENUE,N/A,N/A,01,N/A,ON,2.492,2,26,Alachua,2,371756.8447,3281068.7017
3281,48013000,C,02,N/A,N/A,ESCAMBIA COUNTY,CR 95A(N PALAFOX ST),010,N/A,03,N/A,ON,0,3,48,Escambia,3,-100842.493,3390577.0557
3282,12010000,C,02,N/A,SR 45/US 41/ S TAMIA,LEE,CYPRESS LK/DANIELS P,276,N/A,03,02,ON,17.051,1,12,Lee,1,413192.776200001,2936488.8091
3283,87030000,C,02,N/A,N/A,MIAMI-DADE,SE 5 ST,4579,N/A,01,N/A,ON,10.384,6,87,Miami-Dade,6,581218.807200001,2850302.3726
3284,89060000,C,05,N/A,N/A,N/A,MARTIN CO. HIGH SCH,N/A,N/A,03,02,ON,29.969,4,89,Martin,4,574148.216900001,3005452.8318
3285,10003000,C,02,N/A,N/A,HILLSBOROUGH COUNTY,N/A,N/A,N/A,N/A,N/A,ON,10.766,7,10,Hillsborough,7,371084.498300001,3090993.3974
3286,72050000,C,N/A,10-SEP-1986,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,15.649,2,72,Duval,2,438082.806200001,3366626.2374
3287,15150000,C,02,14-OCT-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.127,7,15,Pinellas,7,334534.668500001,3074072.0657
3288,16003001,C,02,N/A,SR 563 / HARDEN BLVD,LAKELAND,TOWN CENTER BLVD,548,N/A,01,N/A,ON,6.989,1,16,Polk,1,404153.3454,3097906.9553
3289,87039000,C,02,N/A,N/A,MIAMI-DADE,RAMPS FR/TO SR 821,4395,N/A,01,N/A,ON,0.096,6,87,Miami-Dade,6,562354.457200002,2834564.1611
3290,92030000,C,02,25-NOV-1985,SR500(US192/441-13TH,ST CLOUD,CANOECREEKRD/VERMONT,92028,N/A,01,N/A,ON,8.311,5,92,Osceola,5,471320.606700001,3124478.6291
3291,87052000,C,02,N/A,N/A,MIAMI-DADE,NW 5 AV,3300,N/A,01,N/A,ON,2.275,6,87,Miami-Dade,6,579491.621200001,2863068.6422
3292,26070000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,NW 66TH STREET,N/A,N/A,01,N/A,ON,14.999,2,26,Alachua,2,363334.290600001,3281898.6197
3293,71070000,C,02,26-AUG-1986,N/A,CLAY COUNTY,CR 220,N/A,N/A,03,N/A,ON,4.005,2,71,Clay,2,417548.164,3328836.3806
3294,87002000,C,02,N/A,N/A,MIAMI-DADE,W 29 ST,2872,N/A,01,N/A,ON,1.263,6,87,Miami-Dade,6,571132.159700001,2859051.3751
3295,87030000,C,N/A,N/A,N/A,MIAMI-DADE,SE 26 RD,2267,02,01,N/A,OFF,8.784,6,87,Miami-Dade,6,579864.6987,2848293.736
3296,57040000,C,02,N/A,N/A,OKALOOSA COUNTY,WHITE POINT ROAD,016,N/A,01,N/A,ON,18.706,3,57,Okaloosa,3,-20003.6569999987,3384643.8926
3297,75006000,C,02,03-MAR-1989,SR 426(FAIRBANKS AV),WINTER PARK,SR 400(I-4 EB RAMPS),75050,N/A,03,02,ON,0.104,5,75,Orange,5,462718.940000001,3162952.5202
3298,02030000,C,02,N/A,N/A,CITRUS CO.,YULEE RD.,N/A,N/A,01,N/A,ON,7.668,7,02,Citrus,7,346182.583700002,3186626.0694
3299,13050000,C,02,04-APR-1989,SR 64 / MANATEE AVE,BRADENTON,17TH ST E,457,N/A,01,N/A,ON,1.808,1,13,Manatee,1,347389.034200001,3042327.3427
3300,72040000,C,N/A,15-JAN-1987,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,2.759,2,72,Duval,2,446896.391700001,3343134.7422
3301,15030000,C,02,06-SEP-1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.14,7,15,Pinellas,7,332208.019600001,3088717.1647
3302,87080900,C,05,N/A,N/A,MIAMI-DADE,N/A,5291,N/A,01,N/A,ON,38.655,6,87,Miami-Dade,6,579503.187300001,2858996.0131
3303,72291000,C,02,25-JAN-1985,N/A,JACKSONVILLE,KINGSBURY ST,N/A,N/A,03,N/A,ON,2.126,2,72,Duval,2,429752.281900002,3353025.7265
3304,57040000,C,02,N/A,N/A,CITY OF NICEVILLE,SR20/SR 397,006,N/A,01,N/A,ON,12.258,3,57,Okaloosa,3,-28222.8732999992,3389281.0695
3305,75080000,C,02,25-NOV-1985,SR 15(CONWAY RD),ORLANDO,SR552(CURRY FORD RD),75318,N/A,03,02,ON,15.876,5,75,Orange,5,467617.616600001,3155385.4199
3306,86210000,C,02,07-DEC-1979,N/A,N/A,SW 4 AVE,2089,N/A,01,N/A,ON,3.4,4,86,Broward,4,585300.806900001,2887861.1758
3307,75040000,C,02,25-NOV-1985,SR 527(ORANGE AV),ORLANDO,COPELAND DR,75208,N/A,03,02,ON,12.963,5,75,Orange,5,463167.058600001,3155650.6135
3308,15070000,C,02,18-MAR-1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,1.032,7,15,Pinellas,7,325431.4288,3100543.4664
3309,08020000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.179,7,08,Hernando,7,343948.801400002,3153252.2753
3310,75080000,C,02,22-SEP-1993,SR 15(NARCOOSSEE RD),DELETE,SR 528 EB RAMPS,N/A,N/A,N/A,N/A,OFF,7.543,5,75,Orange,5,474187.184300002,3146811.2604
3311,46010000,C,02,N/A,N/A,PANAMA CITY BEACH,HUTCHINSON/THOMAS DR,020,N/A,01,N/A,OFF,13.694,3,46,Bay,3,37548.4184000008,3348298.2238
3312,88060000,C,02,31-JAN-2001,N/A,N/A,74TH AVE,139,N/A,01,N/A,ON,25.074,4,88,Indian River,4,551257.551600001,3057334.4322
3313,89060000,C,02,19-JUL-2005,N/A,N/A,NB I-95 EXIT RAMPS,129,N/A,01,N/A,ON,25.576,4,89,Martin,4,573438.1252,2998809.6797
3314,87066000,C,05,N/A,N/A,MIAMI-DADE,N/A,5526,N/A,01,N/A,ON,4.825,6,87,Miami-Dade,6,586724.008700002,2863411.1302
3315,28010000,C,02,01-MAR-2005,N/A,BRADFORD COUNTY,CR 18,N/A,N/A,03,N/A,ON,1.813,2,28,Bradford,2,388620.8096,3304297.8636
3316,48040000,C,02,N/A,N/A,ESCAMBIA COUNTY,MORRIS AVENUE,086,N/A,01,N/A,ON,15.029,3,48,Escambia,3,-106632.338399999,3404072.3485
3317,94003000,C,02,N/A,N/A,N/A,KING HWY AND LOVE'S,N/A,N/A,N/A,N/A,ON,2.179,4,94,St. Lucie,4,559387.8105,3035794.1315
3318,93090000,C,02,01-DEC-2010,N/A,N/A,BARROW ISLAND ROAD,5110,N/A,01,N/A,ON,9.366,4,93,Palm Beach,4,589969.424200002,2978030.2392
3319,16300000,C,N/A,N/A,SR 540/CYPRESS GARDE,WINTER HAVEN,SR 555 / US 17,624,02,03,01,ON,0,1,16,Polk,1,428131.7749,3097860.7971
3320,92010000,C,02,16-APR-1987,SR 600(US 17/92-JYP),KISSIMMEE,PATRICK ST,92006,N/A,03,02,ON,10.179,5,92,Osceola,5,459209.292700001,3129405.6697
3321,10040000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.429,7,10,Hillsborough,7,357243.158600002,3093217.4025
3322,94005000,C,02,N/A,N/A,N/A,AVENUE D,N/A,N/A,01,N/A,ON,2.874,4,94,St. Lucie,4,564242.221199999,3036772.0638
3323,87260152,C,02,N/A,N/A,MIAMI DADE,SR 932/NW 103 ST,3197,N/A,01,N/A,ON,0,6,87,Miami-Dade,6,567800.497700001,2861089.5232
3324,16300101,C,N/A,20-JUL-1968,SR 540/CYPRESS GARDE,WINTER HAVEN,9TH ST SE,822,02,04,02,ON,0,1,16,Polk,1,429815.604700001,3097845.6573
3325,10160044,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.161,7,10,Hillsborough,7,351849.9373,3097698.7501
