FID,ROADWAY,ACCESS_CLA,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Length
1685,57130000,05,3,57,Okaloosa,3,0,0.376,606.5111,606.511128247312
1686,30010000,02,2,30,Dixie,2,0,15.334,24685.1689,24685.1688804565
1687,75003000,03,5,75,Orange,5,7.324,11.056,6005.4452,6005.44524037005
1688,93005000,03,4,93,Palm Beach,4,0,1.966,3165.101,3165.10100153444
1689,48080060,07,3,48,Escambia,3,0,0.28,453.6267,453.626703257474
1690,88060000,05,4,88,Indian River,4,33.133,33.639,814.2839,814.283893925348
1691,10350000,07,7,10,Hillsborough,7,0,0.499,800.6279,800.627909263
1692,13020000,03,1,13,Manatee,1,6.327,11.669,8592.6593,8592.6593143364
1693,79040000,05,5,79,Volusia,5,11.322,12.345,1646.6317,1646.63171229898
1694,52010000,05,3,52,Holmes,3,21.89,23.211,2130.8497,2130.849713966
1695,77002000,03,5,77,Seminole,5,36.781,38.442,2578.6791,2578.67913434312
1696,87075701,07,6,87,Miami-Dade,6,0,1.059,1704.4447,1704.44465278921
1697,89090000,03,4,89,Martin,4,5.222,6.164,1516.6296,1516.62959998977
1698,55002100,03,3,55,Leon,3,0,0.569,904.0883,904.088267269706
1699,93130000,04,4,93,Palm Beach,4,3.01,9.358,10215.8961,10215.896075559
1700,03030000,03,1,03,Collier,1,2.606,9.678,11395.9516,11395.95160777
1701,58080000,04,3,58,Santa Rosa,3,0.746,4.655,6317.4851,6317.48514758443
1702,26090000,03,2,26,Alachua,2,3.592,12.62,14525.2762,14525.2762229821
1703,10310000,07,7,10,Hillsborough,7,1.315,6.863,8928.2102,8928.21018946671
1704,12070001,07,1,12,Lee,1,0,0.148,231.4565,231.456519817461
1705,76110001,05,2,76,Putnam,2,0,0.031,49.0957,49.0956553242619
1706,57040000,03,3,57,Okaloosa,3,16.642,20.246,5820.2155,5820.21548109363
1707,79190000,05,5,79,Volusia,5,0,9.619,15496.825,15496.8250375768
1708,16330000,04,1,16,Polk,1,0,4.43,7123.9908,7123.99075376858
1709,60080000,03,3,60,Walton,3,0,4.24,6822.3983,6822.3982865642
1710,48020000,06,3,48,Escambia,3,11.643,24.77,21238.1055,21238.1054696492
1711,28030001,04,2,28,Bradford,2,0,7.756,12483.4462,12483.4462143151
1712,87270000,01,6,87,Miami-Dade,6,0,17.199,27665.2107,27665.2107047141
1713,70140000,03,5,70,Brevard,5,3.869,9.755,9469.1751,9469.17510684274
1714,87052000,05,6,87,Miami-Dade,6,1.015,2.123,1787.8866,1787.88662851411
1715,16160101,06,1,16,Polk,1,0,0.213,352.1478,352.147754099553
1716,72020000,01,2,72,Duval,2,0,10.567,16980.8901,16980.8900680627
1717,89030000,07,4,89,Martin,4,22.682,22.701,30.6016,30.6015558506813
1718,93070000,05,4,93,Palm Beach,4,20.401,24.491,6574.6626,6574.66258471651
1719,72190000,05,2,72,Duval,2,3.304,4.822,2436.0177,2436.01768840648
1720,58050000,06,3,58,Santa Rosa,3,0,2.071,3346.5498,3346.54981390304
1721,93180000,05,4,93,Palm Beach,4,0,8.675,13986.9613,13986.9612991983
1722,10020101,07,7,10,Hillsborough,7,0,3.245,5226.9122,5226.91222805769
1723,13075000,01,1,13,Manatee,1,0,20.571,33085.0603,33085.0603324576
1724,17020000,05,1,17,Sarasota,1,21.86,22.43,917.2308,917.230750121619
1725,75030000,07,5,75,Orange,5,0,2.118,3408.5435,3408.54354879838
1726,86230000,06,4,86,Broward,4,4.868,5.792,1486.1333,1486.13334699113
1727,28010000,03,2,28,Bradford,2,6.038,6.974,1506.0256,1506.02557821218
1728,26020000,05,2,26,Alachua,2,17.004,18.294,2078.7701,2078.77009141453
1729,72090445,01,2,72,Duval,2,0.21,0.914,1135.163,1135.16301471537
1730,70100000,06,5,70,Brevard,5,8.844,9.257,664.9296,664.929617810288
1731,12005000,06,1,12,Lee,1,18.898,20.194,2084.6892,2084.68921080965
1732,53090000,04,3,53,Jackson,3,0,6.656,10711.8101,10711.8100746434
1733,07030000,05,1,07,Hendry,1,1.635,2.317,1097.2806,1097.28062787753
1734,87018000,03,6,87,Miami-Dade,6,0,2.534,4082.2851,4082.28506970114
1735,87020000,05,6,87,Miami-Dade,6,15.171,20.042,7844.8696,7844.86959597879
1736,52010000,04,3,52,Holmes,3,19.069,21.89,4550.3113,4550.31132299289
1737,27010000,04,2,27,Baker,2,2.27,11.5,14849.8714,14849.8714290735
1738,87080347,07,6,87,Miami-Dade,6,0,1.042,1685.9723,1685.97231372742
1739,90060000,06,6,90,Monroe,6,22.643,25.587,4737.837,4737.83703126672
1740,06010000,05,1,06,Hardee,1,15.556,17.318,2837.1621,2837.16207016918
1741,79110068,01,5,79,Volusia,5,0,0.654,1052.5084,1052.50835359455
1742,16020000,03,1,16,Polk,1,16.857,21.214,7015.3637,7015.36371132293
1743,55070000,04,3,55,Leon,3,0.931,19.582,30037.2154,30037.2154174521
1744,87090000,07,6,87,Miami-Dade,6,14.998,19.882,7866.6493,7866.64934940549
1745,61080000,06,3,61,Washington,3,23.796,27.5,5971.5516,5971.5515868727
1746,29010000,06,2,29,Columbia,2,8.033,12.064,6489.7483,6489.74832248575
1747,70060000,04,5,70,Brevard,5,0,11.921,19192.5073,19192.5072642654
1748,86170000,06,4,86,Broward,4,10.021,13.12,4987.3335,4987.33347176865
1749,16261101,05,1,16,Polk,1,0,0.896,1443.9374,1443.93743236696
1750,57080000,06,3,57,Okaloosa,3,8.063,8.514,728.3961,728.396099728731
1751,34040000,04,2,34,Levy,2,0,11.527,18582.2043,18582.2042792137
1752,75010000,05,5,75,Orange,5,0,5.057,8141.553,8141.55297176855
1753,93270000,03,4,93,Palm Beach,4,0,2.008,3220.6895,3220.68948263412
1754,48110000,04,3,48,Escambia,3,0.388,7.991,12287.7508,12287.7508147895
1755,26020000,04,2,26,Alachua,2,26.238,26.452,344.8371,344.837067969156
1756,71020000,05,2,71,Clay,2,12.259,14.365,3385.4708,3385.47079886952
1757,72220000,06,2,72,Duval,2,7.787,10.625,4561.8165,4561.81653584196
1758,70225000,01,5,70,Brevard,5,0,31.19,50170.2914,50170.2913816848
1759,87060000,07,6,87,Miami-Dade,6,6.669,12.302,9069.2553,9069.25529986651
1760,89092000,05,4,89,Martin,4,1.552,2.772,1962.6975,1962.69753560644
1761,04040000,03,1,04,Desoto,1,0,11.892,19145.3717,19145.3717031463
1762,93060000,06,4,93,Palm Beach,4,0,4.569,7352.9731,7352.97306496301
1763,04020000,03,1,04,Desoto,1,17.62,21.43,6124.3258,6124.32580074632
1764,59030000,04,3,59,Wakulla,3,0,11.543,18585.6061,18585.606122746
1765,93200000,04,4,93,Palm Beach,4,0,1.946,3131.7475,3131.74750585742
1766,70004000,01,5,70,Brevard,5,0,0.451,727.1208,727.12078485421
1767,12020000,07,1,12,Lee,1,0.658,1.666,1624.0574,1624.05742877202
1768,77080000,05,5,77,Seminole,5,0,11.566,18608.0528,18608.0527686048
1769,57040001,06,3,57,Okaloosa,3,0,0.51,821.3207,821.320664679531
1770,79210000,03,5,79,Volusia,5,0.192,2.563,3820.2572,3820.25723824186
1771,54001000,01,3,54,Jefferson,3,0,19.487,31358.5591,31358.5590630307
1772,60010000,06,3,60,Walton,3,16.716,17.932,1962.793,1962.79299190626
1773,48013000,06,3,48,Escambia,3,3.154,6.361,5178.4099,5178.40994467188
1774,26010000,03,2,26,Alachua,2,3.5,11.639,13100.8415,13100.8414559219
1775,87240101,02,6,87,Miami-Dade,6,0,0.098,159.4284,159.428377246219
1776,71070000,03,2,71,Clay,2,0,1.784,2870.2145,2870.2145119239
1777,16119000,05,1,16,Polk,1,7.112,8.506,2245.6282,2245.62819059064
1778,72018000,04,2,72,Duval,2,0,2.053,3308.3272,3308.32716218043
1779,89030000,07,4,89,Martin,4,22.701,26.6,6277.6081,6277.60806034743
1780,93012000,05,4,93,Palm Beach,4,0.936,2.896,3135.107,3135.10704053843
1781,72160002,01,2,72,Duval,2,0,0.245,392.0315,392.03145432526
1782,91020000,05,1,91,Okeechobee,1,3.274,5.524,3621.0325,3621.03249951848
1783,93150000,05,4,93,Palm Beach,4,7.021,11.059,6498.639,6498.63895866175
1784,10010000,03,7,10,Hillsborough,7,0,15.693,25247.284,25247.2840130856
1785,12020000,06,1,12,Lee,1,1.666,1.753,140.0668,140.0667533024
1786,07020000,02,1,07,Hendry,1,0,1.275,2053.7873,2053.78731429616
1787,87026005,03,6,87,Miami-Dade,6,0,3.664,5892.4671,5892.4670625385
1788,86190000,03,4,86,Broward,4,2.384,10.897,13708.9157,13708.915697597
1789,28010000,03,2,28,Bradford,2,0,5.291,8513.2723,8513.27226980219
1790,05020000,04,1,05,Glades,1,15.896,27.139,18083.5273,18083.5273137972
1791,79080000,07,5,79,Volusia,5,0,0.23,369.9935,369.993491363536
1792,16006000,05,1,16,Polk,1,0,4.432,7139.4443,7139.44433191776
1793,16070000,06,1,16,Polk,1,0.747,2.281,2466.2064,2466.20636486988
1794,76010000,06,2,76,Putnam,2,28.66,29.38,1157.5836,1157.5836397006
1795,78040000,04,2,78,St. Johns,2,0,0.723,1165.6182,1165.61817121459
1796,16293000,05,1,16,Polk,1,1.251,2.782,2464.5843,2464.58428971465
1797,31030000,04,2,31,Gilchrist,2,0,1.506,2424.0588,2424.05878665769
1798,93470000,01,4,93,Palm Beach,8,0,44.561,71675.3357,71675.335721488
1799,72010000,04,2,72,Duval,2,0,1.931,3106.875,3106.8749534471
1800,26030000,05,2,26,Alachua,2,13.553,14.206,1050.4149,1050.41488513296
1801,10160000,03,7,10,Hillsborough,7,6.167,12.767,10619.2519,10619.2519299065
1802,13040000,05,1,13,Manatee,1,3.256,7,5999.6707,5999.67068500231
1803,53090000,06,3,53,Jackson,3,6.656,8.673,3246.036,3246.03595470863
1804,01050000,02,1,01,Charlotte,1,12.347,15.036,4328.4395,4328.4395178037
1805,75190000,05,5,75,Orange,5,4.413,9.864,8776.3781,8776.37807308887
1806,53030000,06,3,53,Jackson,3,15.693,17.076,2229.5409,2229.54088761124
1807,77010000,05,5,77,Seminole,5,0,11.327,18258.3064,18258.3063613314
1808,87080000,05,6,87,Miami-Dade,6,1.115,2.678,2515.8736,2515.87358767891
1809,87281000,06,6,87,Miami-Dade,6,5.658,8.185,4061.1657,4061.16567111447
1810,55160000,05,3,55,Leon,3,3.25,4.383,1825.2928,1825.29283327405
1811,87091000,03,6,87,Miami-Dade,6,6.359,8.058,2726.6016,2726.60158582343
1812,61121000,03,3,61,Washington,3,0,4.795,7785.7944,7785.79438790501
1813,26100000,04,2,26,Alachua,2,10.556,15.882,8575.4697,8575.46972098766
1814,70010000,03,5,70,Brevard,5,0,15.234,24511.6282,24511.6281532043
1815,13150101,07,1,13,Manatee,1,0,0.235,380.9167,380.916651301326
1816,57040024,06,3,57,Okaloosa,3,0,0.125,197.9301,197.930133501761
1817,34080000,06,2,34,Levy,2,0,0.935,1500.674,1500.67395019568
1818,54030000,03,3,54,Jefferson,3,0,8.959,14422.0522,14422.0521639085
1819,60010000,04,3,60,Walton,3,17.932,21.905,6413.0611,6413.06113681497
1820,48110000,06,3,48,Escambia,3,7.991,10.808,4552.6378,4552.63776191058
1821,88060009,07,4,88,Indian River,4,0.057,0.114,91.3005,91.3004942594912
1822,70070000,04,5,70,Brevard,5,0,1.514,2435.9762,2435.9761998376
1823,72270000,01,2,72,Duval,2,0,21.398,34441.5117,34441.511675539
1824,79040000,04,5,79,Volusia,5,8.082,8.95,1396.7756,1396.77555282241
1825,87047000,03,6,87,Miami-Dade,6,9.505,11.33,2935.1411,2935.14107980433
1826,89530000,06,4,89,Martin,4,1.518,2.213,1118.5497,1118.54972643467
1827,55005000,05,3,55,Leon,3,0,0.75,1207.0258,1207.0258398117
1828,93100000,03,4,93,Palm Beach,4,0,11.666,18775.0569,18775.0568919558
1829,03001000,03,1,03,Collier,1,1.028,5.917,7875.4741,7875.47410347784
1830,61002000,04,3,61,Washington,3,0,3.8,6126.9801,6126.98012288187
1831,72140000,03,2,72,Duval,2,0,7.429,11957.878,11957.8779797253
1832,10270008,03,7,10,Hillsborough,7,0,0.311,504.5918,504.591777307272
1833,13050000,04,1,13,Manatee,1,11.393,16.835,8753.699,8753.69896501457
1834,77120001,05,5,77,Seminole,5,0,1.795,2850.7908,2850.79079403656
1835,17050000,06,1,17,Sarasota,1,0,1.779,2869.8504,2869.85035751647
1836,79210000,05,5,79,Volusia,5,2.563,3.972,2270.3477,2270.34772515894
1837,75039000,03,5,75,Orange,5,0,2.034,3265.3079,3265.30785567746
1838,78051000,06,2,78,St. Johns,2,16.472,17.762,2075.342,2075.3419721689
1839,48010000,04,3,48,Escambia,3,2.832,6.75,6335.5945,6335.59452532606
1840,26010000,03,2,26,Alachua,2,0,2.5,4024.0499,4024.04991138158
1841,87250000,07,6,87,Miami-Dade,6,0,0.943,1516.5863,1516.58630542099
1842,71040000,06,2,71,Clay,2,0.339,1.237,1445.0898,1445.08976889111
1843,16090000,04,1,16,Polk,1,20.232,34.807,23455.7225,23455.7225153164
1844,29070000,06,2,29,Columbia,2,3.031,4,1559.7184,1559.71836822644
1845,72040214,07,2,72,Duval,2,0,0.301,487.3564,487.356377402307
1846,74060000,05,2,74,Nassau,2,0,0.255,409.7795,409.779490087898
1847,86028000,03,4,86,Broward,4,0,7.93,12772.9224,12772.9223756617
1848,36110000,05,5,36,Marion,5,21.975,26.311,6982.103,6982.10295400776
1849,92030000,03,5,92,Osceola,5,11.277,13.243,3165.4192,3165.41924484375
1850,15080000,05,7,15,Pinellas,7,1.006,2.974,3169.6445,3169.64450029116
1851,11110000,04,5,11,Lake,5,1.006,3.17,3483.8348,3483.83479285145
1852,74030000,05,2,74,Nassau,2,5.079,5.734,1054.0971,1054.09705861484
1853,72060000,03,2,72,Duval,2,0,4.326,6956.6159,6956.61593614962
1854,92090000,05,5,92,Osceola,5,5.777,12.867,11410.173,11410.1730326097
1855,14570101,05,7,14,Pasco,7,0.191,0.386,321.9483,321.948299097209
1856,46010002,06,3,46,Bay,3,0.166,3.283,5031.0625,5031.06246229502
1857,50050000,04,3,50,Gadsden,3,0,5.314,8576.0685,8576.06849268501
1858,46140001,06,3,46,Bay,3,0.141,0.989,1384.7022,1384.70220759311
1859,72040117,06,2,72,Duval,2,0,1.45,2324.8607,2324.86065550259
1860,14070000,03,7,14,Pasco,7,0,8.183,13138.0494,13138.0493963897
1861,39010000,06,2,39,Union,2,3.533,5.338,2904.6276,2904.62757043347
1862,51020000,06,3,51,Gulf,3,22.647,25.47,4548.8379,4548.8379013968
1863,11200000,03,5,11,Lake,5,0,33.71,54250.0924,54250.0924431456
1864,74040001,99,2,74,Nassau,2,0,0.538,866.1546,866.154589955128
1865,86050000,07,4,86,Broward,4,0.626,2.039,2274.7521,2274.75209743497
1866,36210000,01,5,36,Marion,5,0,38.282,61542.6705,61542.6704824458
1867,15010000,07,7,15,Pinellas,7,7.657,17.066,15139.9151,15139.9151453191
1868,11080000,04,5,11,Lake,5,0,4.767,7667.6104,7667.61040188457
1869,74040000,06,2,74,Nassau,2,15.372,16.053,1096.3169,1096.31686264032
1870,72070000,03,2,72,Duval,2,0,5.676,9134.1059,9134.10590183902
1871,36008000,06,5,36,Marion,5,0.377,3.737,5396.016,5396.01597553805
1872,94120000,05,4,94,St. Lucie,4,4.931,9.271,6987.4689,6987.4689010781
1873,46040000,03,3,46,Bay,3,28.407,34.764,10251.1612,10251.1612307104
1874,50050000,06,3,50,Gadsden,3,5.314,6.576,2036.6159,2036.61591767065
1875,86015000,03,4,86,Broward,4,0,3.807,6126.768,6126.76803848317
1876,72040131,06,2,72,Duval,2,0,1.599,2574.112,2574.11198751521
1877,94003000,03,4,94,St. Lucie,4,0,10.198,16413.3043,16413.3043230242
1878,86075902,01,4,86,Broward,4,0,10.591,17045.1852,17045.1852332133
1879,36010000,07,5,36,Marion,5,14.347,14.711,584.9075,584.907482854965
1880,14570000,05,7,14,Pasco,7,5.125,8.115,4821.8055,4821.80547435902
1881,46020003,06,3,46,Bay,3,0,4.649,7473.8971,7473.89705067946
1882,73010000,05,5,73,Flagler,5,9.537,10.864,2135.5914,2135.59137389592
1883,72040337,06,2,72,Duval,2,0,0.966,1539.3332,1539.33324877559
1884,14075000,01,7,14,Pasco,7,0,0.265,423.1516,423.151579289842
1885,92090000,01,5,92,Osceola,5,3.803,5.777,3176.7919,3176.79192804569
1886,39020000,04,2,39,Union,2,0.029,0.351,517.9834,517.983361098965
1887,50002000,04,3,50,Gadsden,3,0,1.572,2527.5131,2527.51314919458
1888,72028000,05,2,72,Duval,2,0,6.417,10326.3238,10326.3238406829
1889,15070000,05,7,15,Pinellas,7,0.602,4.111,5648.9219,5648.92191591772
1890,94004000,03,4,94,St. Lucie,4,0,2.574,4143.9778,4143.97780293938
1891,86060000,03,4,86,Broward,4,12.493,27.627,24355.5491,24355.5491384401
1892,36080000,07,5,36,Marion,5,0,2.255,3623.0689,3623.0689313669
1893,15040000,07,7,15,Pinellas,7,0,1.661,2673.3534,2673.35340471855
1894,11050101,07,5,11,Lake,5,0,1.563,2502.4861,2502.48610708004
1895,50040027,06,3,50,Gadsden,3,0.603,0.789,299.0777,299.077707204839
1896,73001000,01,5,73,Flagler,5,0,18.729,30142.9198,30142.9198058663
1897,72070442,05,2,72,Duval,2,0,0.044,71.1485,71.1484809999581
1898,36004000,06,5,36,Marion,5,0,3.55,5722.009,5722.00898411301
1899,94070000,05,4,94,St. Lucie,4,17.174,19.732,4116.3387,4116.33872748992
1900,37070000,04,2,37,Suwannee,2,0,2.755,4433.0318,4433.03177017209
1901,49090000,04,3,49,Franklin,3,0,3.932,6330.1756,6330.17564842315
1902,72040332,06,2,72,Duval,2,0,2.028,3268.6094,3268.60941063444
1903,74070000,04,2,74,Nassau,2,0,5.058,8116.3045,8116.30453437363
1904,92040000,03,5,92,Osceola,5,0,1.147,1851.2523,1851.25231674665
1905,39090000,04,2,39,Union,2,0,2.499,4018.8673,4018.86726019642
1906,11190000,04,5,11,Lake,5,0.569,9.711,14701.695,14701.6949795009
1907,49010000,04,3,49,Franklin,3,15.861,29.272,21589.7329,21589.7329156559
1908,74030000,06,2,74,Nassau,2,15.178,15.615,703.278,703.27797085033
1909,94030000,03,4,94,St. Lucie,4,15.139,20.466,8552.0943,8552.09432414936
1910,11002000,04,5,11,Lake,5,3.193,4.514,2122.5987,2122.59873612345
1911,37040000,04,2,37,Suwannee,2,27.529,32.405,7844.6761,7844.67613675365
1912,51010000,04,3,51,Gulf,3,0,0.669,1080.7561,1080.7560769141
1913,92010000,03,5,92,Osceola,5,1.915,9.624,12411.7881,12411.7881256022
1914,49010001,04,3,49,Franklin,3,0.052,0.845,1275.0135,1275.01351727307
1915,46070001,03,3,46,Bay,3,0,4.036,6503.9947,6503.99472842128
1916,74030000,03,2,74,Nassau,2,0,3.919,6306.7306,6306.73061455268
1917,86040000,05,4,86,Broward,4,11.47,13.99,4053.2929,4053.2929053104
1918,36030000,03,5,36,Marion,5,0.673,2.606,3108.6742,3108.6742463374
1919,15020001,05,7,15,Pinellas,7,0,1.002,1598.1719,1598.1719110752
1920,46030000,04,3,46,Bay,3,2.678,15.436,20558.0805,20558.0804704486
1921,50080000,06,3,50,Gadsden,3,14.172,15.389,1958.8661,1958.86610884612
1922,86012000,03,4,86,Broward,4,2.152,2.154,3.212,3.21195287145743
1923,86081000,03,4,86,Broward,4,0,0.591,952.5075,952.507498570533
1924,36001000,01,5,36,Marion,5,8.419,8.924,813.9241,813.924145224846
1925,14090000,07,7,14,Pasco,7,18.313,20.286,3174.7294,3174.72935554589
1926,37030000,04,2,37,Suwannee,2,0.434,8.623,13168.7455,13168.745477402
1927,51070000,04,3,51,Gulf,3,0,9.199,14803.315,14803.3149967637
1928,72050000,01,2,72,Duval,2,2.449,2.665,348.299,348.298991548355
1929,94010000,03,4,94,St. Lucie,4,0,8.238,13257.5204,13257.5204474282
1930,86040000,05,4,86,Broward,4,16.019,16.807,1267.4932,1267.4932246868
1931,92471000,01,5,92,Osceola,8,0,40.76,65594.4113,65594.4113083878
1932,72030000,05,2,72,Duval,2,3.552,9.434,9464.9049,9464.90491619248
1933,15120000,07,7,15,Pinellas,7,0,2.25,3617.6501,3617.65012031131
1934,11130000,04,5,11,Lake,5,8.934,10.493,2508.4915,2508.49149442288
1935,74010000,04,2,74,Nassau,2,0,2.173,3485.1332,3485.13320182771
1936,12000040,07,1,12,Lee,1,1.13,1.721,949.9414,949.941404488944
1937,38040000,04,2,38,Taylor,2,3.21,14.62,18371.2322,18371.2321831833
1938,14470000,01,7,14,Pasco,8,0,19.865,31927.4343,31927.4342874581
1939,46020000,05,3,46,Bay,3,12.071,14.214,3457.2917,3457.29165896056
1940,46110000,06,3,46,Bay,3,0,2.273,3668.9857,3668.98568978004
1941,72050000,06,2,72,Duval,2,8.294,8.773,772.4642,772.464192582628
1942,86050000,07,4,86,Broward,4,6.657,7.285,1010.9878,1010.9877797055
1943,92472000,01,5,92,Osceola,8,0,2.906,4690.1886,4690.18860309836
1944,15010000,02,7,15,Pinellas,7,4.984,7.657,4301.0737,4301.0736620712
1945,46010000,07,3,46,Bay,3,5.534,7.856,3745.5964,3745.59643516247
1946,50050000,04,3,50,Gadsden,3,6.576,12.853,10130.173,10130.1729962998
1947,86006000,05,4,86,Broward,4,3.14,7.166,6472.3334,6472.33336652618
1948,72070000,05,2,72,Duval,2,18.211,19.076,1392.0116,1392.01156012732
1949,38070000,04,2,38,Taylor,2,2.05,11.853,15796.8016,15796.801601551
1950,94070000,07,4,94,St. Lucie,4,19.732,21.669,3116.9085,3116.90852913215
1951,37030000,06,2,37,Suwannee,2,0,0.434,697.867,697.86702999812
1952,51030000,06,3,51,Gulf,3,11.199,12.174,1571.4486,1571.44856460635
1953,92010000,05,5,92,Osceola,5,13.991,14.75,1219.6101,1219.61005821138
1954,94030000,04,4,94,St. Lucie,4,0,15.139,24304.6093,24304.6092841388
1955,86040000,03,4,86,Broward,4,0,11.47,18449.0464,18449.0464431826
1956,36090000,04,5,36,Marion,5,0,3.057,4916.3009,4916.30088395623
1957,11050000,07,5,11,Lake,5,14.191,14.215,38.5989,38.5989263799884
1958,15190000,01,7,15,Pinellas,7,0.5,19.655,30833.1723,30833.1723132193
1959,11110000,06,5,11,Lake,5,0,1.006,1618.5714,1618.57142327422
1960,74020000,04,2,74,Nassau,2,0,3.888,6257.7664,6257.76635750569
1961,72050445,06,2,72,Duval,2,0,0.138,215.953,215.952957977463
1962,36010000,06,5,36,Marion,5,22.934,24.959,3253.8822,3253.88220568436
1963,14571000,05,7,14,Pasco,7,0,8.289,13330.2509,13330.2509208165
1964,46060000,05,3,46,Bay,3,2.206,6.49,6910.1407,6910.1407276555
1965,86005000,05,4,86,Broward,4,0,1.191,1933.7492,1933.74918446342
1966,72040333,06,2,72,Duval,2,0,1.074,1745.7324,1745.7323829965
1967,14120000,07,7,14,Pasco,7,32.203,33.403,1931.0736,1931.07360264601
1968,39020000,04,2,39,Union,2,1.67,8.605,11155.2243,11155.2242911807
1969,49580100,04,3,49,Franklin,3,0,4.736,7612.7903,7612.79025811434
1970,92010000,07,5,92,Osceola,5,11.764,13.991,3585.5178,3585.51782267095
1971,15061000,05,7,15,Pinellas,7,3.446,7.16,5970.1315,5970.13154994331
1972,94050000,06,4,94,St. Lucie,4,0,2.428,3911.8149,3911.81489877955
1973,86030000,05,4,86,Broward,4,0,2.399,3869.8577,3869.85766071084
1974,36090000,04,5,36,Marion,5,3.868,17.448,21841.1345,21841.1345046182
1975,14050000,07,7,14,Pasco,7,3.735,5.834,3377.02,3377.02003680944
1976,46003000,03,3,46,Bay,3,0,3.423,5511.5037,5511.50374676367
1977,51011000,04,3,51,Gulf,3,0,3.594,5791.0671,5791.0670706526
1978,92010000,05,5,92,Osceola,5,9.624,10.212,946.6542,946.65421580421
1979,74110000,07,2,74,Nassau,2,0.747,5.693,7996.824,7996.82397216922
1980,86075000,01,4,86,Broward,4,0,45.367,73010.8435,73010.8434807657
1981,36100000,05,5,36,Marion,5,17.921,18.391,756.9362,756.936178000272
1982,11140000,03,5,11,Lake,5,0,7.796,12559.1857,12559.1856962461
1983,15090000,03,7,15,Pinellas,7,7.645,9.992,3769.9182,3769.91823003966
1984,11040000,05,5,11,Lake,5,2.227,4.056,2950.1467,2950.14666103887
1985,73030001,03,5,73,Flagler,5,0,0.94,1511.1813,1511.18131783413
1986,72070001,05,2,72,Duval,2,0,0.114,185.8167,185.816741479444
1987,38040000,06,2,38,Taylor,2,0.933,2.329,2247.7053,2247.70526155667
1988,14570002,05,7,14,Pasco,7,0,1.66,2655.8666,2655.86657637253
1989,46040000,03,3,46,Bay,3,1.12,20.13,30655.2369,30655.2369124803
1990,86010000,05,4,86,Broward,4,0,0.768,1233.9773,1233.97727536717
1991,72040000,02,2,72,Duval,2,0,12.797,20580.7101,20580.7101437642
1992,94005000,05,4,94,St. Lucie,4,0,0.991,1596.0123,1596.01230810436
1993,92090000,05,5,92,Osceola,5,0,3.803,6120.3402,6120.34019830969
